AccX,AccY,AccZ,GyrX,GyrY,GyrZ,timestamp
1.68,-3.05,9.91,0.11,-0.66,-0.92,1721027702286
0.66,-2.72,8.01,-0.24,-0.25,-1.01,1721027702289
0.60,-3.10,6.56,-0.40,-0.01,-1.00,1721027702292
0.74,-4.02,8.60,-0.64,0.36,-0.89,1721027702295
-0.16,-4.01,8.99,-0.92,0.71,-0.73,1721027702298
-1.41,-4.07,9.69,-1.13,1.03,-0.54,1721027702300
-2.42,-4.39,13.82,-1.37,1.32,-0.35,1721027702303
-5.05,-1.30,15.74,-1.65,1.52,-0.16,1721027702306
-7.44,6.72,21.16,-2.03,1.63,-0.01,1721027702309
-12.22,-16.80,36.51,-0.61,-0.32,0.58,1721027702320
-2.28,-12.21,31.18,-0.07,-0.55,0.76,1721027702323
-3.95,-9.85,29.08,0.92,-0.86,0.82,1721027702326
-4.57,-5.44,21.52,1.97,-1.14,0.77,1721027702329
-3.00,1.66,12.03,2.58,-1.29,0.71,1721027702332
-2.04,4.81,4.19,2.94,-1.40,0.74,1721027702334
-0.96,7.38,-2.01,3.03,-1.54,0.88,1721027702337
-0.18,9.80,-6.62,2.97,-1.66,1.10,1721027702340
0.63,10.36,-8.25,2.87,-1.71,1.30,1721027702343
3.91,-11.31,-13.59,1.02,-1.54,1.68,1721027702354
3.99,-11.62,-16.44,0.42,-1.45,1.60,1721027702357
3.56,-7.04,-14.72,-0.21,-1.39,1.39,1721027702360
6.51,-2.24,-12.11,1.53,-3.24,1.09,1721027702363
4.36,-6.67,-25.41,0.56,-2.80,0.88,1721027702366
6.15,-9.76,-7.09,-2.18,-0.57,0.82,1721027702368
1.14,-11.35,15.13,-3.34,0.38,0.69,1721027702371
6.78,-17.52,16.65,-2.19,0.23,0.70,1721027702374
11.35,-17.82,10.68,-2.23,0.92,0.83,1721027702377
11.96,1.06,21.50,-2.90,2.47,0.89,1721027702388
7.85,-3.08,25.38,-2.91,2.85,0.52,1721027702391
9.27,-1.52,32.44,-3.00,3.34,0.35,1721027702394
3.87,-3.58,38.92,-1.92,3.43,0.03,1721027702397
-1.22,-1.68,48.59,-1.00,3.02,-0.34,1721027702400
4.65,7.98,38.70,-0.01,1.97,-0.80,1721027702402
2.29,12.24,26.49,0.98,1.13,-1.14,1721027702405
-4.06,11.72,20.99,2.13,0.12,-1.43,1721027702408
-5.00,14.58,12.64,2.96,-0.93,-1.60,1721027702411
-4.26,14.65,-1.13,3.08,-2.57,-1.86,1721027702422
-3.31,13.58,-2.26,2.19,-2.49,-1.57,1721027702425
-4.68,9.44,-6.74,1.34,-2.23,-1.22,1721027702428
-6.04,3.73,-6.35,0.71,-1.84,-0.79,1721027702431
-6.13,-3.24,-2.11,0.10,-1.29,-0.40,1721027702434
-6.05,-8.52,5.22,-0.42,-0.68,-0.02,1721027702436
-5.91,-12.22,-2.75,-0.24,-0.56,0.45,1721027702439
-5.01,-14.10,-7.35,-1.12,0.39,0.87,1721027702442
-2.87,-18.67,7.28,-2.09,1.21,1.30,1721027702445
-1.29,-16.40,11.43,-1.89,1.40,1.98,1721027702456
-1.93,-14.71,12.42,-2.08,1.26,2.09,1721027702459
1.11,-8.40,15.20,-2.44,1.01,2.25,1721027702462
0.44,-0.80,17.98,-2.53,0.61,2.31,1721027702465
2.23,12.26,15.73,-2.25,0.15,2.08,1721027702468
3.69,17.57,25.74,-1.75,-0.15,1.50,1721027702470
4.98,13.58,35.49,-1.23,-0.55,0.76,1721027702473
7.31,4.29,39.82,-0.66,-0.83,0.28,1721027702476
8.82,-1.95,37.42,0.14,-1.01,0.09,1721027702479
5.34,8.39,19.30,1.40,-0.69,-0.74,1721027702490
4.02,6.79,12.14,1.19,-0.59,-0.89,1721027702493
3.03,3.20,8.53,1.04,-0.54,-0.97,1721027702496
2.12,0.80,5.96,0.96,-0.52,-0.98,1721027702499
0.76,0.15,2.49,0.94,-0.49,-0.97,1721027702502
0.07,-0.96,0.64,0.93,-0.43,-0.94,1721027702504
0.06,-3.81,2.43,0.90,-0.35,-0.88,1721027702507
0.13,-6.66,5.25,0.82,-0.26,-0.74,1721027702510
-0.33,-6.22,5.39,0.68,-0.13,-0.56,1721027702513
-1.53,0.34,9.20,-0.27,0.45,-0.15,1721027702524
-1.08,2.75,7.80,-0.87,0.62,0.07,1721027702527
-1.13,6.82,7.09,-1.10,0.68,0.24,1721027702530
-1.12,7.29,10.74,-1.01,0.68,0.33,1721027702533
-0.87,4.87,16.41,-0.76,0.63,0.37,1721027702536
-0.72,3.96,17.44,-0.39,0.51,0.39,1721027702538
-0.68,1.21,16.40,0.08,0.32,0.42,1721027702541
-0.93,4.31,3.06,-1.10,0.22,0.58,1721027703287
-1.47,5.77,7.38,-1.39,0.02,0.57,1721027703290
-1.06,11.52,8.89,-1.59,-0.12,0.52,1721027703293
-0.30,14.08,15.86,-1.66,-0.21,0.51,1721027703296
1.55,9.05,22.17,-1.76,-0.21,0.48,1721027703299
1.95,4.06,23.17,-1.80,-0.11,0.45,1721027703301
1.92,1.96,23.59,-1.26,-0.05,0.46,1721027703304
1.53,-1.38,22.76,-0.74,-0.03,0.46,1721027703307
1.56,-4.46,21.87,-0.05,0.01,0.44,1721027703310
1.05,-1.61,8.28,0.68,-0.26,0.02,1721027703321
0.82,-2.51,5.02,0.35,-0.41,-0.00,1721027703324
0.64,-3.84,3.40,0.02,-0.55,-0.01,1721027703327
0.61,-5.33,3.66,-0.25,-0.64,-0.03,1721027703330
0.64,-6.78,4.22,-0.41,-0.67,-0.06,1721027703333
0.56,-7.84,4.07,-0.46,-0.61,-0.10,1721027703335
0.60,-8.30,4.57,-0.45,-0.54,-0.12,1721027703338
0.43,-7.59,5.13,-0.40,-0.38,-0.12,1721027703341
0.08,-3.47,5.74,-0.36,-0.17,-0.12,1721027703344
-1.24,10.09,16.03,-1.54,0.98,-0.16,1721027703355
-2.89,2.01,23.36,-1.77,1.17,-0.17,1721027703358
-4.55,-3.57,25.09,-1.81,1.12,-0.11,1721027703361
-5.70,-3.13,22.92,-1.36,0.92,-0.06,1721027703364
-6.62,-1.11,23.47,-0.59,0.57,-0.01,1721027703367
-7.44,1.47,25.80,-0.05,0.04,0.05,1721027703369
-7.44,0.98,23.07,0.12,-0.36,0.10,1721027703372
-6.77,-3.46,17.98,0.30,-0.88,0.19,1721027703375
-5.76,-9.31,15.28,0.43,-1.29,0.35,1721027703378
-0.72,-7.81,9.92,0.16,-1.50,1.00,1721027703389
0.01,-3.40,10.83,0.07,-1.25,1.10,1721027703392
0.57,2.22,12.93,-0.13,-0.90,1.11,1721027703395
0.98,5.91,13.53,-0.40,-0.46,1.04,1721027703398
1.43,6.82,14.73,-0.63,0.05,0.94,1721027703401
1.99,5.59,15.67,-0.70,0.39,0.88,1721027703403
2.38,3.60,16.71,-0.63,0.87,0.84,1721027703406
1.83,3.56,16.85,-0.35,1.26,0.84,1721027703409
0.86,4.75,15.50,0.11,1.46,0.80,1721027703412
-1.74,8.80,1.75,1.18,0.38,0.52,1721027703423
-1.92,6.78,-1.34,0.99,-0.16,0.46,1721027703426
-1.88,4.30,-2.01,0.69,-0.68,0.46,1721027703429
-1.73,2.25,-0.69,0.36,-1.15,0.50,1721027703432
-1.59,0.83,1.83,0.01,-1.50,0.55,1721027703435
-1.29,0.73,3.79,-0.25,-1.64,0.57,1721027703437
-0.92,1.26,4.76,-0.62,-1.70,0.62,1721027703440
-0.03,0.33,5.97,-0.89,-1.59,0.67,1721027703443
1.50,-4.10,12.28,-1.15,-1.32,0.79,1721027703446
3.79,-8.83,28.08,-1.19,1.09,1.29,1721027703457
4.75,-3.09,31.19,-0.69,1.76,1.21,1721027703460
3.92,2.48,34.78,-0.35,2.11,1.22,1721027703463
1.97,6.53,30.75,-0.16,1.93,1.18,1721027703466
1.42,6.59,25.72,0.04,1.56,1.09,1721027703469
0.82,3.77,17.91,0.53,0.79,0.90,1721027703471
0.68,2.15,11.75,1.04,-0.12,0.68,1721027703474
0.93,2.93,7.74,1.39,-1.00,0.47,1721027703477
1.50,3.70,7.78,1.46,-1.73,0.25,1721027703480
2.70,3.16,-0.50,0.53,-2.52,-0.35,1721027703491
3.52,2.33,-2.64,0.69,-2.42,-0.34,1721027703494
3.66,1.81,-3.75,0.99,-2.21,-0.21,1721027703497
3.85,1.99,-3.80,1.43,-1.87,-0.06,1721027703500
3.57,2.47,-3.85,1.74,-1.57,0.02,1721027703503
3.51,1.63,-3.12,2.15,-1.03,0.08,1721027703505
4.31,-0.19,1.20,2.26,-0.42,0.13,1721027703508
3.99,1.53,5.48,2.07,-0.05,0.22,1721027703511
3.17,2.46,-4.48,1.66,0.48,0.28,1721027703514
4.28,-9.89,6.79,-0.41,0.89,0.65,1721027703525
4.33,-5.80,3.89,-0.81,0.41,0.50,1721027703528
4.43,-6.30,7.97,-1.82,0.57,0.33,1721027703531
5.54,-7.45,4.27,-2.68,0.83,0.28,1721027703534
6.70,-7.98,21.85,-4.02,1.09,0.33,1721027703537
-1.75,-7.02,20.16,-4.01,0.85,0.55,1721027703539
3.49,-0.04,30.68,-4.37,1.32,0.70,1721027703542
5.61,15.05,41.74,-4.08,1.45,0.74,1721027703545
2.41,15.70,59.05,-3.22,1.38,0.35,1721027703548
-0.44,-9.13,32.93,2.95,0.60,-0.97,1721027703559
-2.88,2.94,12.61,4.37,-0.19,-1.10,1721027703562
-3.69,9.82,-0.52,4.37,-0.76,-1.37,1721027703565
-3.16,12.37,-2.42,4.37,-1.04,-1.53,1721027703568
-2.31,10.42,-6.54,4.37,-1.44,-1.63,1721027703571
-0.72,4.66,-11.09,4.37,-1.76,-1.46,1721027703573
-1.54,-17.04,-18.34,3.78,-2.07,-1.03,1721027703576
-2.66,-18.64,-24.78,2.28,-2.35,-0.60,1721027703579
-3.51,-14.01,-48.74,1.65,-2.92,-0.34,1721027703582
-4.06,-16.76,-27.14,-3.84,-0.28,-0.03,1721027703593
0.13,-17.76,-0.58,-4.37,0.40,0.53,1721027703596
-1.92,-19.54,-21.88,-4.37,-0.68,0.90,1721027703599
-0.98,-17.04,12.41,-4.37,1.14,1.36,1721027703602
5.00,-16.58,18.53,-4.37,1.87,1.64,1721027703605
8.94,11.07,21.47,-4.37,3.59,1.61,1721027703607
10.02,40.43,65.92,-3.97,4.37,1.48,1721027703610
2.11,41.30,79.54,-3.97,4.37,1.40,1721027703613
-3.14,5.55,69.56,-2.40,4.37,1.27,1721027703616
-3.42,18.40,10.58,4.37,-0.61,0.70,1721027703627
-3.15,25.43,-6.57,4.37,-2.31,-0.35,1721027703630
1.72,28.97,-17.09,4.37,-3.17,-0.81,1721027703633
1.68,20.33,-24.33,4.37,-3.95,-1.23,1721027703636
1.16,-21.79,-20.69,4.37,-4.37,-1.46,1721027703639
0.17,-37.87,-16.77,1.86,-4.37,-1.54,1721027703641
-1.06,-30.50,-21.72,1.38,-4.37,-1.45,1721027703644
-1.66,0.85,-73.41,1.38,-4.37,-1.40,1721027703647
-1.70,1.31,-64.90,0.57,-4.37,-1.33,1721027703650
-2.90,-26.01,-46.47,0.14,-4.37,-0.93,1721027703653
1.10,-38.59,-25.00,-4.37,-1.12,-0.21,1721027703656
5.08,1.21,16.52,-4.37,3.76,1.39,1721027703667
8.79,-0.57,21.22,-4.30,4.37,1.46,1721027703670
9.34,4.13,27.37,-4.01,4.37,1.62,1721027703673
9.88,16.98,41.29,-3.17,4.37,1.92,1721027703676
-0.06,24.75,59.47,-2.81,4.37,2.17,1721027703679
-1.36,30.75,66.00,-2.73,4.37,1.86,1721027703681
7.62,9.13,40.34,-1.53,4.37,1.14,1721027703684
3.72,-10.23,32.08,0.93,3.62,0.40,1721027703687
-3.38,-3.00,26.98,2.91,0.97,0.11,1721027703690
-2.89,9.13,-4.64,3.62,-4.37,-2.27,1721027703701
-1.83,1.86,3.21,3.26,-4.37,-2.56,1721027703704
0.49,-13.68,15.95,2.33,-4.37,-2.65,1721027703707
1.71,-21.90,10.77,1.27,-4.37,-2.42,1721027703710
-0.24,-18.99,-1.67,0.71,-4.37,-2.13,1721027703713
-1.70,-19.00,-12.28,0.94,-3.57,-1.72,1721027703715
-0.54,-22.94,-13.15,1.13,-2.30,-1.20,1721027703718
-0.33,-23.31,-7.69,2.06,-1.65,-0.54,1721027703721
-1.15,-16.41,-11.39,1.96,-0.25,0.16,1721027703724
-0.82,3.15,6.56,-2.07,4.23,1.62,1721027703735
-0.36,-2.77,12.67,-2.50,4.37,1.54,1721027703738
-0.22,-2.80,4.26,-2.53,4.37,1.43,1721027703741
0.95,1.34,-0.52,-2.28,4.37,1.37,1721027703744
1.53,9.44,-6.92,-1.69,3.87,1.41,1721027703747
-1.43,22.90,0.92,-1.50,3.00,1.30,1721027703749
-2.70,44.81,7.70,-1.74,1.36,0.83,1721027703752
-8.40,40.09,4.81,-2.09,-0.15,0.36,1721027703755
-2.11,28.18,14.25,-2.22,-1.39,0.11,1721027703758
10.43,-1.98,15.70,0.78,-4.21,-0.70,1721027703769
8.95,-10.48,22.68,1.00,-3.73,-0.93,1721027703772
7.57,-15.08,22.42,0.40,-2.94,-1.06,1721027703775
6.09,-13.58,14.75,0.16,-2.09,-1.13,1721027703778
5.78,-11.88,7.89,0.34,-1.23,-1.12,1721027703781
5.42,-14.14,6.02,0.70,-0.37,-0.99,1721027703783
4.69,-18.29,8.51,1.03,0.48,-0.75,1721027703786
5.13,-19.64,15.15,0.96,1.37,-0.46,1721027703789
4.22,-10.63,12.25,0.52,2.14,-0.17,1721027703792
0.54,1.11,10.02,-1.19,3.10,-0.04,1721027703803
-3.44,-4.08,14.96,-1.73,3.01,-0.25,1721027703806
-4.04,-8.53,15.47,-2.02,2.59,-0.46,1721027703809
-5.21,-8.18,12.84,-1.80,1.83,-0.60,1721027703812
-5.68,-0.27,7.40,-1.01,0.98,-0.55,1721027703815
-5.31,2.74,8.30,0.03,0.13,-0.52,1721027703817
-4.19,-1.54,11.42,1.14,-0.73,-0.68,1721027703820
-3.47,-0.16,10.01,1.53,-1.36,-0.90,1721027703823
-1.40,5.30,2.95,1.66,-1.74,-1.01,1721027703826
-1.26,7.64,0.45,0.60,-1.76,-0.89,1721027703837
-0.56,1.26,3.67,0.16,-1.51,-0.84,1721027703840
0.53,-8.36,10.85,-0.32,-1.13,-0.65,1721027703843
0.53,-13.25,12.78,-0.70,-0.63,-0.37,1721027703846
-0.10,-7.81,7.99,-0.80,-0.07,-0.13,1721027703849
-0.49,-0.46,2.58,-0.60,0.45,0.02,1721027703851
-0.13,1.36,4.53,-0.35,0.90,0.14,1721027703854
1.18,2.16,17.02,-0.54,1.34,0.29,1721027703857
1.05,6.33,19.57,-0.97,1.64,0.41,1721027703860
-3.34,3.20,23.69,-1.48,1.85,0.44,1721027703871
-1.85,2.89,18.19,-1.05,1.36,0.38,1721027703874
-1.57,-4.62,17.38,-0.33,0.63,0.23,1721027703877
1.61,-7.88,14.84,0.14,0.03,0.04,1721027703880
-0.99,-7.86,15.73,0.50,-0.49,-0.17,1721027703883
-1.56,-2.53,10.52,0.80,-0.96,-0.48,1721027703885
-1.27,-0.49,5.53,0.96,-1.31,-0.71,1721027703888
-0.67,-3.13,3.65,0.99,-1.54,-0.76,1721027703891
0.24,-4.05,3.55,0.95,-1.64,-0.71,1721027703894
0.68,-5.67,4.30,0.65,-1.09,-0.29,1721027703905
0.57,-4.77,3.93,0.55,-0.64,-0.27,1721027703908
0.79,-3.74,4.73,0.33,-0.14,-0.24,1721027703911
1.07,-1.41,6.46,-0.05,0.36,-0.15,1721027703914
1.16,0.73,6.04,-0.54,0.84,-0.03,1721027703917
0.72,2.59,4.25,-1.00,1.24,0.11,1721027703919
0.21,4.05,4.19,-1.31,1.53,0.23,1721027703922
-0.08,3.58,5.80,-1.43,1.65,0.30,1721027703925
-0.47,5.02,10.22,-1.58,1.76,0.37,1721027703928
-4.11,9.79,25.27,-1.60,0.98,0.15,1721027703939
-3.74,5.02,26.08,-1.09,0.33,0.13,1721027703942
-0.69,0.97,24.06,-0.39,-0.28,0.04,1721027703945
0.56,-4.98,20.38,0.27,-0.61,-0.01,1721027703948
-1.34,-8.20,19.84,0.69,-0.78,-0.06,1721027703951
-1.09,-6.52,14.36,0.94,-0.94,-0.17,1721027703953
-1.04,-5.32,8.42,1.07,-1.02,-0.20,1721027703956
-0.44,-4.74,4.97,1.11,-1.05,-0.16,1721027703959
0.29,-4.69,1.56,1.18,-1.06,-0.06,1721027703962
1.18,-5.48,-0.11,1.16,-0.48,0.14,1721027703973
1.63,-2.35,-2.65,1.11,-0.24,0.06,1721027703976
2.62,-2.88,-0.96,0.98,-0.06,0.06,1721027703979
3.85,-2.66,3.51,0.55,0.07,0.20,1721027703982
3.68,0.19,1.94,-0.01,0.20,0.36,1721027703985
3.54,0.86,2.72,-0.51,0.34,0.39,1721027703987
3.92,-2.35,9.32,-1.03,0.51,0.36,1721027703990
3.16,-5.86,11.19,-1.42,0.65,0.34,1721027703993
3.72,-8.88,10.47,-1.94,0.85,0.39,1721027703996
3.78,6.14,22.51,-1.41,1.02,0.33,1721027704007
4.47,15.03,33.94,-0.80,1.09,-0.01,1721027704010
3.53,18.28,37.76,-0.67,1.14,-0.41,1721027704013
3.73,12.45,34.41,-0.20,1.05,-0.72,1721027704016
3.62,1.59,29.78,0.50,0.73,-0.82,1721027704019
4.74,2.70,18.01,1.19,0.30,-1.04,1721027704021
4.77,6.52,10.54,1.48,0.17,-1.26,1721027704024
2.84,7.96,4.54,1.90,-0.06,-1.48,1721027704027
1.72,5.54,8.94,1.90,-0.29,-1.62,1721027704030
-2.64,4.76,2.09,0.28,-0.71,-1.77,1721027704041
-2.48,0.94,7.50,-0.10,-0.56,-1.77,1721027704044
-2.60,-1.48,10.12,-0.43,-0.33,-1.69,1721027704047
-2.24,-0.84,10.37,-0.59,-0.04,-1.50,1721027704050
-2.22,0.45,9.55,-0.51,0.27,-1.26,1721027704053
-3.33,0.77,11.70,-0.35,0.63,-1.00,1721027704055
-3.55,1.44,12.67,-0.17,0.88,-0.83,1721027704058
-4.54,1.82,13.28,0.10,1.20,-0.62,1721027704061
-5.20,2.06,10.17,0.41,1.40,-0.49,1721027704064
-4.53,-1.97,-3.08,1.08,0.82,-0.24,1721027704075
-4.46,-4.70,-1.97,1.06,0.39,-0.15,1721027704078
-4.50,-7.74,-0.74,0.94,-0.07,-0.08,1721027704081
-4.59,-7.59,-0.26,0.71,-0.50,-0.04,1721027704084
-3.74,-5.27,-1.02,0.42,-0.80,-0.06,1721027704087
-3.75,-4.84,0.42,0.18,-0.93,-0.10,1721027704089
-3.32,-6.00,5.60,-0.24,-1.04,-0.16,1721027704092
-2.07,-8.50,10.91,-0.79,-1.07,-0.11,1721027704095
-0.79,-8.48,12.08,-1.49,-0.98,0.07,1721027704098
3.03,-0.42,29.91,-1.86,0.33,0.81,1721027704109
5.17,1.36,41.53,-1.48,0.97,0.94,1721027704112
5.27,2.44,42.95,-0.88,1.55,1.06,1721027704115
3.69,-1.05,38.56,0.11,1.83,1.00,1721027704118
2.24,-4.76,30.30,1.10,1.67,0.75,1721027704121
2.15,-3.38,22.53,1.69,1.36,0.52,1721027704123
2.14,1.18,10.61,2.38,0.73,0.08,1721027704126
1.95,4.31,2.73,2.79,0.04,-0.37,1721027704129
2.15,4.74,-2.16,2.87,-0.67,-0.68,1721027704132
1.65,1.81,-0.69,1.43,-2.05,-1.24,1721027704143
1.78,1.30,2.23,1.08,-2.01,-1.21,1721027704146
0.24,3.26,-5.11,1.01,-1.80,-1.17,1721027704149
0.18,6.36,-2.39,0.89,-1.33,-1.13,1721027704152
0.47,8.41,4.63,0.64,-0.80,-1.09,1721027704155
0.51,9.63,7.36,0.15,-0.33,-1.02,1721027704157
-0.01,8.97,14.02,-0.13,0.08,-0.90,1721027704160
-0.97,6.30,-2.05,-0.54,0.63,-0.74,1721027704163
-1.90,4.98,1.79,-1.61,1.75,-0.48,1721027704166
-6.56,-1.67,21.00,-3.18,2.80,0.16,1721027704177
-7.88,-6.43,27.49,-3.23,2.52,0.07,1721027704180
-9.61,-17.62,25.91,-2.72,2.04,0.10,1721027704183
-8.13,-25.91,29.54,-1.50,1.01,0.46,1721027704186
-6.19,-21.98,34.19,-0.56,0.28,0.74,1721027704189
0.65,-12.64,10.08,1.26,-0.27,0.86,1721027704191
-4.68,-7.19,19.01,2.41,-0.49,0.76,1721027704194
-3.45,3.14,14.03,2.76,-1.01,0.44,1721027704197
-2.38,6.55,3.28,2.68,-1.42,0.19,1721027704200
0.66,-18.86,10.87,1.17,-1.61,0.18,1721027704211
0.30,-16.41,4.81,0.87,-1.20,0.24,1721027704214
0.06,-8.21,-4.28,1.02,-0.71,0.19,1721027704217
0.06,-5.38,-6.78,1.34,-0.41,0.13,1721027704220
0.55,-2.83,-5.84,2.11,-0.17,0.08,1721027704223
0.90,1.38,-1.85,2.44,0.15,0.14,1721027704225
1.57,10.35,5.28,1.83,0.67,0.26,1721027704228
0.81,18.04,5.07,0.48,1.11,0.39,1721027704231
0.26,20.43,-7.26,-0.23,1.21,0.41,1721027704234
1.16,1.58,11.28,-3.45,1.14,0.90,1721027704245
-0.01,0.48,10.18,-3.27,0.81,0.77,1721027704248
-2.40,1.66,9.50,-2.59,0.52,0.43,1721027704251
-3.02,-0.07,7.44,-2.01,0.43,0.32,1721027704254
0.91,-0.84,18.35,-1.01,0.07,0.33,1721027704257
2.10,-5.67,26.90,0.06,-0.47,0.42,1721027704259
2.91,0.03,21.11,0.72,-0.85,0.33,1721027704262
3.20,5.82,8.81,1.26,-0.88,-0.01,1721027704265
1.09,1.82,5.66,1.47,-0.80,-0.43,1721027704268
0.19,-22.68,8.07,0.57,-0.68,-0.41,1721027704279
-0.40,-21.57,5.88,0.21,-0.44,-0.18,1721027704282
-0.80,-17.03,2.86,0.10,-0.25,-0.10,1721027704285
-1.03,-11.96,0.42,0.12,0.03,-0.05,1721027704288
-0.57,-13.76,4.79,0.14,0.30,-0.00,1721027704291
0.01,-14.85,10.97,-0.05,0.55,0.12,1721027704293
-0.91,-7.92,12.60,-0.50,0.80,0.24,1721027704296
0.08,5.34,11.76,-1.13,0.97,0.49,1721027704299
-2.56,3.69,10.44,-1.67,1.07,0.55,1721027704302
-1.25,12.43,28.17,-1.55,0.41,0.64,1721027704313
-0.22,11.67,30.89,-1.16,-0.19,0.87,1721027704316
0.66,8.72,32.67,-0.85,-0.52,0.95,1721027704319
5.37,2.44,28.37,-0.22,-0.66,0.88,1721027704322
5.67,0.89,24.01,0.64,-0.64,0.66,1721027704325
4.03,1.19,18.65,1.31,-0.64,0.44,1721027704327
3.16,0.56,10.51,1.75,-0.72,0.26,1721027704330
3.23,-2.05,3.76,1.88,-0.84,0.06,1721027704333
3.28,-3.85,0.85,1.85,-1.00,-0.07,1721027704336
3.41,-7.40,-0.17,0.99,-0.93,-0.38,1721027704347
3.02,-3.34,-3.78,0.99,-0.83,-0.48,1721027704350
2.62,-2.06,-5.03,1.00,-0.65,-0.62,1721027704353
3.06,-2.81,1.38,0.84,-0.43,-0.65,1721027704356
2.83,0.68,6.60,0.22,-0.12,-0.57,1721027704359
1.26,5.63,3.24,-0.51,0.27,-0.52,1721027704361
0.61,7.93,3.83,-0.93,0.62,-0.45,1721027704364
-0.55,3.58,7.50,-1.31,0.92,-0.37,1721027704367
-1.23,-0.57,9.14,-1.55,1.19,-0.31,1721027704370
-2.41,3.14,-2.12,-0.67,1.28,-0.13,1721027704381
-2.81,1.00,-2.72,-0.28,1.10,0.00,1721027704384
-2.96,0.71,2.41,0.09,0.78,0.16,1721027704387
-3.33,0.35,5.45,0.52,0.39,0.21,1721027704390
-3.76,3.69,8.64,0.58,0.03,0.07,1721027704393
-3.55,7.08,6.60,0.44,-0.30,-0.15,1721027704395
-3.27,3.73,4.08,0.30,-0.54,-0.28,1721027704398
-3.12,-5.45,9.03,-0.25,-0.66,-0.28,1721027704401
1.37,-13.02,14.84,-1.08,-0.64,-0.21,1721027704404
2.17,-8.52,31.29,-1.90,0.35,0.65,1721027704415
2.65,-2.81,47.89,-1.38,0.86,0.78,1721027704418
3.69,4.36,54.52,-1.22,1.16,0.98,1721027704421
3.50,5.84,51.70,-0.63,1.16,1.16,1721027704424
1.42,-0.14,49.95,0.34,0.86,1.11,1721027704427
0.22,-0.63,40.11,1.31,0.42,0.72,1721027704429
-0.26,5.89,24.72,2.40,-0.03,0.09,1721027704432
0.97,10.65,11.53,3.28,-0.47,-0.53,1721027704435
2.01,10.41,6.53,3.70,-0.89,-0.90,1721027704438
-1.11,21.45,-12.44,3.41,-1.68,-1.36,1721027704449
-1.48,15.84,-14.08,3.52,-1.61,-1.59,1721027704452
-1.70,8.94,3.56,3.62,-1.71,-1.63,1721027704455
-2.78,-5.10,-13.14,4.37,-2.59,-1.53,1721027704458
-3.27,-9.24,-25.90,2.85,-1.92,-1.15,1721027704461
-5.09,-5.15,-23.73,1.38,-1.26,-0.78,1721027704463
-6.87,1.90,-30.23,1.44,-1.84,-0.53,1721027704466
-7.13,0.47,-35.06,0.58,-1.52,-0.44,1721027704469
-5.90,-5.56,-29.19,-1.47,-0.37,-0.31,1721027704472
-2.24,-30.99,22.40,-4.37,2.32,1.24,1721027704483
-1.32,-34.34,22.57,-4.37,3.28,1.66,1721027704486
1.58,-28.18,15.62,-4.37,4.03,1.88,1721027704489
-1.68,-7.26,14.73,-4.35,4.37,1.92,1721027704492
-8.09,19.27,56.98,-2.90,4.25,1.69,1721027704495
-9.38,29.46,60.94,-3.22,2.64,1.22,1721027704497
-5.53,3.91,52.47,-2.15,0.72,1.10,1721027704500
-2.53,-24.67,58.93,-0.12,-1.07,1.34,1721027704503
-1.45,-22.48,47.73,2.20,-2.73,1.49,1721027704506
6.96,11.94,9.99,4.37,-4.12,-0.06,1721027704517
6.31,11.46,-4.23,4.37,-3.84,-0.39,1721027704520
7.52,10.44,-14.47,4.37,-3.47,-0.53,1721027704523
7.80,-13.09,-21.01,4.02,-3.11,-0.43,1721027704526
7.96,-27.50,1.37,3.68,-3.38,-0.32,1721027704529
2.32,-17.93,-14.84,3.65,-3.96,-0.29,1721027704531
-0.67,3.28,-46.26,2.90,-4.09,-0.44,1721027704534
-1.07,13.62,-59.96,1.22,-2.57,-0.52,1721027704537
1.58,8.11,-39.38,0.03,-0.80,-0.53,1721027704540
4.24,-9.24,0.33,-4.37,4.34,0.08,1721027704551
9.35,-20.09,15.69,-4.37,4.37,0.37,1721027704554
8.99,-19.05,18.48,-4.37,4.37,0.85,1721027704557
5.50,12.42,17.09,-4.37,4.37,1.08,1721027704560
-2.81,31.46,65.16,-4.06,4.37,0.63,1721027704563
-6.87,26.04,70.84,-4.37,4.37,-0.53,1721027704565
-4.08,-8.83,48.53,-2.48,3.93,-1.11,1721027704568
-6.37,-32.77,56.76,-0.13,2.68,-1.15,1721027704571
-9.02,-28.52,45.66,1.64,1.26,-0.88,1721027704574
-6.81,11.76,-4.06,4.37,-3.20,-1.75,1721027704585
-4.27,3.13,-3.72,4.37,-3.44,-1.96,1721027704588
-2.76,-5.25,1.62,3.71,-3.55,-1.65,1721027704591
-2.77,-21.92,-4.34,2.77,-3.44,-1.11,1721027704594
-0.37,-16.28,-10.77,1.68,-3.20,-0.57,1721027704597
-3.69,-13.62,-14.56,1.77,-3.17,-0.28,1721027704599
-4.91,-3.87,-31.49,2.93,-3.73,-0.22,1721027704602
-7.02,-4.17,-27.21,3.07,-3.28,-0.10,1721027704605
-7.35,-2.80,-36.39,2.82,-2.83,0.04,1721027704608
1.15,9.26,2.34,-3.45,1.56,1.31,1721027704619
3.80,-7.14,11.91,-3.95,2.48,1.49,1721027704622
3.39,-13.57,10.82,-4.21,3.47,1.49,1721027704625
