AccX,AccY,AccZ,GyrX,GyrY,GyrZ,timestamp
1.73,3.27,11.07,-0.07,-0.23,-0.08,1720971612670
1.93,2.25,11.41,-0.08,-0.14,-0.07,1720971612673
1.82,2.24,10.08,0.23,0.07,-0.06,1720971612683
1.84,3.09,10.23,0.28,0.11,-0.09,1720971612686
1.69,4.26,9.55,0.25,0.13,-0.14,1720971612689
1.02,2.71,7.74,0.01,0.03,-0.21,1720971612699
0.82,2.47,7.53,-0.02,-0.03,-0.20,1720971612702
0.69,2.30,8.18,-0.02,-0.08,-0.20,1720971612705
1.06,2.72,10.44,-0.03,-0.08,-0.11,1720971612715
1.17,2.11,10.60,-0.04,-0.06,-0.06,1720971612718
1.17,1.68,10.34,-0.03,-0.03,-0.02,1720971612721
1.78,1.45,9.89,0.05,-0.06,-0.00,1720971612731
2.00,2.15,10.09,0.03,-0.08,0.01,1720971612734
2.25,2.56,10.64,-0.02,-0.10,0.01,1720971612737
2.80,1.55,11.06,-0.04,-0.10,-0.03,1720971612747
2.80,1.66,10.61,0.08,-0.11,-0.05,1720971612750
2.77,1.91,10.31,0.19,-0.12,-0.09,1720971612753
2.22,3.72,7.60,0.18,-0.10,-0.28,1720971612763
2.02,3.76,7.17,0.09,-0.09,-0.29,1720971612766
1.69,3.61,7.35,0.01,-0.08,-0.29,1720971612769
1.42,3.33,7.98,-0.07,-0.03,-0.29,1720971612772
1.38,3.02,8.65,-0.13,0.04,-0.29,1720971612775
0.94,2.64,10.85,-0.05,0.36,-0.16,1720971612785
0.79,2.45,11.32,-0.01,0.44,-0.11,1720971612788
0.65,2.57,11.31,-0.00,0.49,-0.07,1720971612791
0.24,2.28,9.83,0.02,0.32,-0.01,1720971612801
0.04,2.46,9.17,0.04,0.17,-0.02,1720971612804
0.09,2.41,8.48,0.06,-0.01,-0.04,1720971612807
0.83,2.56,7.65,0.03,-0.54,-0.04,1720971612817
1.10,3.07,8.25,-0.01,-0.60,-0.04,1720971612820
1.44,3.31,9.05,-0.06,-0.59,-0.05,1720971612823
2.28,2.49,10.54,-0.08,-0.19,-0.03,1720971612833
2.35,2.78,10.68,-0.01,-0.01,-0.02,1720971612836
2.37,3.43,10.78,0.05,0.18,-0.02,1720971612839
2.25,3.63,9.11,0.01,0.55,0.00,1720971612849
2.02,3.20,8.69,-0.04,0.54,0.01,1720971612852
1.79,3.10,8.45,-0.07,0.49,-0.02,1720971612855
1.46,3.19,9.96,-0.13,0.16,-0.20,1720971612865
1.27,3.30,10.65,-0.15,0.07,-0.23,1720971612868
1.23,3.22,11.07,-0.16,0.03,-0.25,1720971612871
0.83,2.19,10.63,0.01,-0.06,-0.26,1720971612881
0.86,2.24,10.40,0.05,-0.05,-0.22,1720971612884
0.85,2.48,10.12,0.06,-0.04,-0.19,1720971612887
1.33,3.73,9.21,-0.05,0.01,-0.11,1720971612897
1.61,3.53,9.71,-0.10,0.02,-0.10,1720971612900
1.76,3.59,9.94,-0.13,0.02,-0.09,1720971612903
2.35,3.93,10.68,0.03,0.07,-0.22,1720971612913
2.38,4.03,10.32,0.08,0.07,-0.26,1720971612916
2.46,4.21,10.01,0.11,0.07,-0.28,1720971612919
2.16,4.64,7.35,0.10,-0.09,-0.43,1720971612929
2.01,4.37,6.95,0.06,-0.14,-0.46,1720971612932
1.99,4.38,6.78,0.03,-0.16,-0.48,1720971612935
1.80,4.40,9.12,-0.14,-0.06,-0.57,1720971612945
1.74,4.16,9.55,-0.15,0.01,-0.58,1720971612948
1.62,3.74,9.96,-0.14,0.13,-0.57,1720971612951
0.81,3.34,10.16,0.02,0.47,-0.54,1720971612961
0.68,3.50,10.13,0.02,0.49,-0.53,1720971612964
0.48,3.80,9.96,-0.01,0.48,-0.53,1720971612967
-0.37,3.06,10.09,-0.12,0.16,-0.57,1720971612977
-0.45,2.85,10.09,-0.13,0.07,-0.59,1720971612980
-0.57,2.56,10.31,-0.12,-0.06,-0.60,1720971612983
-0.33,2.21,10.20,0.02,-0.36,-0.56,1720971612993
-0.27,2.16,9.84,0.04,-0.38,-0.55,1720971612996
-0.16,2.10,9.35,0.05,-0.38,-0.53,1720971612999
0.27,2.15,7.67,0.05,-0.26,-0.46,1720971613009
0.49,2.16,7.65,0.04,-0.20,-0.46,1720971613012
0.79,2.22,8.10,0.01,-0.14,-0.44,1720971613015
1.45,2.95,10.28,-0.14,0.13,-0.38,1720971613025
1.58,2.65,10.81,-0.12,0.20,-0.38,1720971613028
1.55,2.46,10.76,-0.06,0.25,-0.39,1720971613031
1.03,3.97,10.00,0.17,0.22,-0.55,1720971613041
0.74,5.01,9.62,0.15,0.17,-0.61,1720971613044
0.44,5.54,9.45,0.10,0.12,-0.66,1720971613047
-0.62,3.72,9.72,-0.13,-0.01,-0.71,1720971613057
-0.87,3.14,10.11,-0.12,-0.03,-0.67,1720971613060
-1.06,2.97,10.70,-0.09,-0.02,-0.62,1720971613063
-1.79,2.43,9.95,0.06,0.13,-0.43,1720971613073
-1.95,2.33,9.05,0.09,0.16,-0.39,1720971613076
-1.99,2.25,8.23,0.10,0.16,-0.35,1720971613079
-1.97,2.27,7.55,-0.06,0.08,-0.21,1720971613089
-1.72,2.23,7.99,-0.13,0.05,-0.17,1720971613092
-1.45,1.94,8.74,-0.19,0.01,-0.12,1720971613095
-0.36,1.31,11.93,-0.19,0.01,0.03,1720971613105
-0.02,1.43,12.63,-0.11,0.04,0.04,1720971613108
0.34,1.33,13.31,-0.04,0.06,0.05,1720971613111
0.67,2.14,11.08,0.15,0.09,-0.03,1720971613121
0.70,2.50,9.97,0.21,0.04,-0.08,1720971613124
0.69,3.13,9.29,0.23,-0.02,-0.13,1720971613127
0.57,4.33,8.79,-0.01,-0.13,-0.26,1720971613137
0.48,3.95,9.04,-0.05,-0.12,-0.27,1720971613140
0.39,3.33,9.45,-0.06,-0.07,-0.27,1720971613143
-0.16,2.75,10.52,-0.01,0.27,-0.23,1720971613153
-0.25,2.49,10.51,-0.03,0.38,-0.18,1720971613156
-0.52,2.23,10.34,-0.05,0.45,-0.12,1720971613159
-0.81,0.38,10.09,-0.10,0.42,0.03,1720971613169
-0.70,0.08,10.11,-0.10,0.32,0.06,1720971613172
-0.54,-0.02,10.22,-0.08,0.18,0.08,1720971613175
0.24,0.66,9.75,0.08,-0.30,0.01,1720971613185
0.50,1.07,9.29,0.11,-0.40,-0.03,1720971613188
0.69,1.55,8.62,0.13,-0.46,-0.07,1720971613191
1.18,2.55,8.10,0.07,-0.38,-0.11,1720971613201
1.30,2.83,8.34,0.03,-0.27,-0.12,1720971613204
1.43,2.74,8.87,-0.01,-0.13,-0.12,1720971613207
1.56,2.39,10.51,-0.11,0.40,0.00,1720971613217
1.59,2.16,10.71,-0.09,0.53,0.02,1720971613220
1.44,1.75,10.69,-0.07,0.61,0.01,1720971613223
1.18,1.56,11.17,-0.07,0.48,-0.01,1720971613233
1.01,1.71,11.56,-0.09,0.36,-0.04,1720971613236
0.92,1.29,11.67,-0.09,0.22,-0.08,1720971613239
0.69,0.30,9.81,0.08,-0.30,-0.20,1720971613249
0.65,0.40,9.20,0.15,-0.41,-0.23,1720971613252
0.76,0.73,9.14,0.19,-0.48,-0.24,1720971613255
0.86,3.36,9.50,0.00,-0.29,-0.25,1720971613265
0.93,2.55,9.68,-0.06,-0.14,-0.22,1720971613268
0.85,1.69,9.70,-0.08,0.02,-0.16,1720971613271
0.34,0.86,8.47,0.10,0.44,-0.06,1720971613281
0.32,0.75,8.17,0.11,0.48,-0.04,1720971613284
0.29,1.10,7.97,0.07,0.49,-0.02,1720971613287
0.11,1.07,8.94,-0.15,0.25,-0.05,1720971613297
0.12,0.82,9.74,-0.20,0.14,-0.05,1720971613300
0.11,1.05,10.60,-0.19,0.04,-0.06,1720971613303
0.43,2.35,12.53,0.04,-0.11,-0.08,1720971613313
0.46,2.54,12.67,0.07,-0.09,-0.08,1720971613316
0.51,2.56,12.46,0.06,-0.06,-0.07,1720971613319
0.44,1.72,11.28,0.01,0.04,-0.02,1720971613329
0.33,1.80,11.16,0.02,0.06,-0.01,1720971613332
0.44,1.86,10.47,0.04,0.09,-0.03,1720971613335
0.51,1.91,10.55,-0.04,0.25,0.05,1720971613345
0.34,1.75,10.63,-0.02,0.24,0.03,1720971613348
0.23,1.56,10.52,0.04,0.18,-0.03,1720971613351
0.03,2.93,10.23,0.09,-0.18,-0.12,1720971613361
-0.08,3.21,10.35,0.05,-0.24,-0.14,1720971613364
-0.16,3.14,10.25,0.00,-0.27,-0.16,1720971613367
-0.11,1.96,10.33,0.03,-0.17,-0.06,1720971613377
-0.16,2.19,10.31,0.06,-0.09,-0.02,1720971613380
-0.20,2.38,10.06,0.09,-0.00,-0.01,1720971613383
-0.11,2.16,9.19,0.01,0.20,0.05,1720971613393
-0.10,2.19,9.49,-0.04,0.20,0.07,1720971613396
-0.07,2.30,10.00,-0.08,0.20,0.07,1720971613399
0.21,1.60,11.81,-0.07,0.07,0.05,1720971613409
0.22,1.87,12.10,-0.02,0.02,0.05,1720971613412
0.25,2.15,12.21,0.04,-0.02,0.03,1720971613415
0.12,2.62,9.64,0.20,-0.16,-0.03,1720971613425
0.02,2.66,8.85,0.21,-0.20,-0.06,1720971613428
-0.05,2.62,8.26,0.19,-0.23,-0.09,1720971613431
0.01,2.89,8.19,-0.01,-0.21,-0.06,1720971613441
0.11,2.62,8.88,-0.07,-0.15,-0.03,1720971613444
0.16,2.18,9.41,-0.09,-0.07,0.01,1720971613447
0.68,1.77,9.86,0.06,0.15,0.16,1720971613457
0.84,2.18,9.88,0.11,0.17,0.18,1720971613460
1.02,2.79,9.80,0.12,0.17,0.17,1720971613463
1.51,3.50,9.81,-0.04,0.01,0.07,1720971613473
1.46,3.42,9.98,-0.06,-0.06,0.03,1720971613476
1.44,3.33,10.23,-0.03,-0.11,-0.04,1720971613479
1.21,3.19,9.68,0.14,-0.16,-0.20,1720971613489
1.00,3.38,9.22,0.16,-0.14,-0.20,1720971613492
0.78,3.49,8.74,0.14,-0.10,-0.20,1720971613495
0.00,2.71,7.77,-0.04,0.05,-0.19,1720971613505
-0.17,2.38,8.05,-0.09,0.09,-0.17,1720971613508
-0.40,2.29,8.42,-0.11,0.13,-0.15,1720971613511
-0.53,2.44,10.63,-0.08,0.23,-0.08,1720971613521
-0.63,2.70,11.04,-0.09,0.24,-0.04,1720971613524
-0.67,2.71,11.26,-0.09,0.24,-0.02,1720971613527
-0.84,1.81,9.95,0.04,-0.02,-0.02,1720971613537
-0.74,2.02,9.34,0.09,-0.15,-0.04,1720971613540
-0.77,2.37,8.96,0.12,-0.23,-0.04,1720971613543
-0.47,3.18,7.74,0.03,-0.45,-0.12,1720971613553
-0.38,2.79,7.69,-0.01,-0.44,-0.11,1720971613556
-0.27,2.71,7.79,-0.03,-0.41,-0.09,1720971613559
0.57,4.47,11.61,-0.12,0.25,0.09,1720971613574
0.56,4.21,11.54,-0.12,0.32,0.12,1720971613577
-0.06,3.57,10.21,0.09,0.34,0.07,1720971613587
-0.04,3.73,10.10,0.12,0.27,0.04,1720971613590
-0.05,3.90,9.87,0.10,0.15,0.01,1720971613593
-0.53,2.57,7.62,-0.01,-0.35,-0.06,1720971613603
-0.60,2.58,7.25,-0.00,-0.41,-0.07,1720971613606
-0.58,2.62,7.01,0.03,-0.46,-0.07,1720971613609
0.26,3.52,9.69,-0.12,-0.24,0.14,1720971613619
0.36,3.25,10.09,-0.15,-0.14,0.18,1720971613622
0.56,2.60,10.60,-0.16,0.03,0.22,1720971613625
0.72,2.11,11.26,0.04,0.48,0.28,1720971613635
0.71,2.42,11.27,0.06,0.51,0.28,1720971613638
0.60,3.15,10.84,0.08,0.53,0.28,1720971613641
-0.21,3.59,9.73,0.04,0.34,0.17,1720971613651
-0.57,3.69,9.38,0.03,0.24,0.13,1720971613654
-0.73,3.87,9.43,0.04,0.14,0.11,1720971613657
-1.04,4.04,10.02,0.01,-0.01,0.18,1720971613667
-1.08,3.49,9.92,-0.04,-0.00,0.24,1720971613670
-1.03,2.97,9.76,-0.06,0.01,0.31,1720971613673
-0.01,2.04,10.39,-0.04,0.06,0.54,1720971613683
0.43,2.08,10.18,-0.02,0.04,0.58,1720971613686
0.73,2.03,9.91,0.01,0.01,0.59,1720971613689
2.04,2.80,8.74,0.07,-0.21,0.40,1720971613699
2.45,3.26,8.62,0.08,-0.30,0.34,1720971613702
2.78,3.53,8.71,0.07,-0.38,0.28,1720971613705
3.17,3.39,8.95,0.01,-0.40,0.02,1720971613715
3.15,3.64,9.50,0.01,-0.32,-0.07,1720971613718
3.01,3.92,10.36,0.01,-0.19,-0.13,1720971613721
2.18,3.96,11.72,-0.00,0.40,-0.20,1720971613731
1.82,3.37,11.52,0.02,0.55,-0.17,1720971613734
1.28,3.20,11.08,0.06,0.65,-0.15,1720971613737
0.03,3.96,10.29,0.08,0.55,-0.08,1720971613747
-0.44,3.96,9.88,0.01,0.40,-0.06,1720971613750
-0.71,3.41,9.42,-0.05,0.20,-0.06,1720971613753
-0.41,1.14,8.71,0.00,-0.51,-0.04,1720971613763
-0.03,1.15,9.21,0.04,-0.64,-0.03,1720971613766
0.48,1.47,9.80,0.04,-0.70,-0.00,1720971613769
1.05,1.85,9.89,0.02,-0.69,0.04,1720971613772
1.54,1.73,9.60,0.02,-0.65,0.08,1720971613775
2.82,1.26,9.21,0.06,-0.34,0.19,1720971613785
3.05,2.41,9.67,0.09,-0.20,0.15,1720971613788
3.37,3.30,10.60,0.09,-0.05,0.10,1720971613791
3.19,3.57,10.51,0.07,0.39,-0.07,1720971613801
2.88,3.03,9.65,0.12,0.44,-0.13,1720971613804
2.41,2.49,8.91,0.18,0.45,-0.18,1720971613807
0.81,3.46,8.31,0.10,0.25,-0.33,1720971613817
0.49,3.31,8.67,0.01,0.19,-0.35,1720971613820
0.31,2.66,8.81,-0.06,0.12,-0.34,1720971613823
-0.47,1.86,9.74,-0.01,-0.03,-0.20,1720971613833
-0.46,2.07,10.28,0.06,-0.02,-0.18,1720971613836
-0.19,2.21,10.92,0.07,-0.00,-0.12,1720971613839
0.20,1.82,10.00,-0.04,0.02,0.13,1720971613849
0.33,1.11,9.64,-0.05,-0.01,0.16,1720971613852
0.50,1.14,9.00,-0.04,-0.05,0.15,1720971613855
1.58,1.79,10.15,0.04,-0.22,0.05,1720971613865
1.70,2.55,10.36,-0.02,-0.22,0.03,1720971613868
1.80,2.81,10.40,-0.05,-0.19,-0.01,1720971613871
2.12,1.68,9.74,0.08,-0.09,-0.01,1720971613881
2.04,2.17,9.61,0.13,-0.05,-0.03,1720971613884
2.03,2.69,9.48,0.14,-0.00,-0.07,1720971613887
1.61,2.90,9.49,-0.05,0.15,-0.12,1720971613897
1.43,2.68,9.85,-0.09,0.18,-0.13,1720971613900
1.24,2.25,10.25,-0.09,0.21,-0.14,1720971613903
0.87,2.02,11.09,0.01,0.27,-0.09,1720971613913
0.80,1.93,11.10,0.05,0.25,-0.07,1720971613916
0.72,1.79,10.83,0.06,0.22,-0.06,1720971613919
0.43,1.70,9.40,0.04,-0.01,-0.07,1720971613929
0.37,1.62,9.11,0.06,-0.07,-0.12,1720971613932
0.41,1.30,9.03,0.08,-0.13,-0.15,1720971613935
0.58,3.00,9.51,0.07,-0.17,-0.07,1720971613945
0.65,3.35,9.91,0.05,-0.11,-0.07,1720971613948
0.76,3.03,10.04,0.02,-0.04,-0.05,1720971613951
0.89,2.59,10.23,0.04,0.14,0.06,1720971613961
0.86,2.83,10.59,0.04,0.18,0.04,1720971613964
0.98,3.30,10.45,0.03,0.21,0.02,1720971613967
0.83,1.83,9.42,0.01,0.11,0.04,1720971613977
0.64,1.55,8.84,0.02,0.05,0.02,1720971613980
0.71,1.46,8.36,0.04,-0.02,-0.01,1720971613983
1.20,2.29,9.68,-0.05,-0.18,0.03,1720971613993
1.24,2.45,10.19,-0.11,-0.16,0.04,1720971613996
1.43,1.64,10.91,-0.14,-0.10,0.03,1720971613999
1.81,1.71,12.54,0.02,0.16,0.05,1720971614009
1.99,2.23,13.23,0.07,0.24,0.06,1720971614012
2.04,2.93,12.86,0.08,0.31,0.08,1720971614015
1.42,2.30,8.84,0.18,0.21,0.04,1720971614025
1.35,2.24,7.56,0.20,0.07,0.01,1720971614028
1.25,2.55,6.75,0.19,-0.08,-0.01,1720971614031
1.37,2.70,7.23,-0.07,-0.40,-0.09,1720971614041
1.64,1.71,7.86,-0.15,-0.39,-0.07,1720971614044
1.85,1.10,8.49,-0.19,-0.35,-0.02,1720971614047
2.61,1.00,11.53,-0.07,0.11,0.11,1720971614057
2.80,1.57,11.42,-0.04,0.27,0.15,1720971614060
2.91,1.82,11.24,0.00,0.40,0.19,1720971614063
2.60,2.77,10.55,-0.00,0.53,0.14,1720971614073
2.59,2.70,10.52,-0.00,0.48,0.06,1720971614076
2.60,2.81,10.35,0.00,0.38,0.00,1720971614079
1.67,1.89,9.34,0.04,-0.05,-0.17,1720971614089
1.46,1.65,9.16,0.02,-0.15,-0.22,1720971614092
1.38,1.35,9.09,0.01,-0.21,-0.24,1720971614095
1.43,0.90,11.23,-0.10,-0.09,-0.06,1720971614105
1.38,1.36,11.52,-0.07,0.05,-0.02,1720971614108
1.40,1.60,11.77,0.01,0.19,0.01,1720971614111
1.46,4.82,9.76,0.26,0.49,0.07,1720971614121
1.45,5.48,9.09,0.23,0.48,0.07,1720971614124
1.28,5.95,8.12,0.15,0.43,0.05,1720971614127
0.99,4.29,7.72,-0.10,0.04,-0.05,1720971614137
1.18,3.67,8.41,-0.16,-0.05,-0.07,1720971614140
1.10,2.80,9.50,-0.19,-0.11,-0.09,1720971614143
1.25,0.29,10.63,-0.03,-0.03,-0.06,1720971614153
1.30,0.29,9.93,0.06,0.03,-0.02,1720971614156
1.29,0.56,9.42,0.12,0.06,0.01,1720971614159
1.61,3.69,8.59,0.00,0.20,0.02,1720971614169
1.67,3.96,8.68,-0.07,0.22,-0.01,1720971614172
1.73,3.75,9.05,-0.10,0.22,-0.03,1720971614175
1.48,2.94,10.40,0.00,0.26,-0.16,1720971614185
1.44,3.19,10.61,0.07,0.27,-0.17,1720971614188
1.38,3.48,10.49,0.09,0.27,-0.17,1720971614191
0.82,3.12,8.56,0.02,0.18,-0.10,1720971614201
0.84,3.22,8.36,-0.01,0.12,-0.11,1720971614204
0.90,3.56,8.46,-0.03,0.08,-0.11,1720971614207
1.26,4.51,10.34,-0.16,0.03,-0.18,1720971614217
1.30,3.96,10.33,-0.16,0.06,-0.18,1720971614220
1.36,3.62,10.35,-0.14,0.08,-0.18,1720971614223
1.38,2.96,9.57,-0.02,0.15,-0.16,1720971614233
1.48,3.05,9.34,-0.02,0.15,-0.16,1720971614236
1.58,3.16,9.30,-0.05,0.14,-0.16,1720971614239
1.83,2.43,10.00,-0.13,0.09,-0.22,1720971614249
1.83,2.61,9.79,-0.09,0.08,-0.25,1720971614252
1.77,2.86,9.59,0.01,0.07,-0.32,1720971614255
1.66,4.94,8.60,0.12,0.03,-0.39,1720971614265
1.57,4.96,8.37,0.09,0.02,-0.40,1720971614268
1.52,4.65,8.05,0.03,0.00,-0.41,1720971614271
1.39,3.92,10.20,-0.19,0.05,-0.42,1720971614281
1.38,3.77,10.69,-0.21,0.10,-0.42,1720971614284
1.25,3.40,11.30,-0.19,0.18,-0.44,1720971614287
0.91,3.59,11.77,0.06,0.37,-0.47,1720971614297
0.67,4.36,11.38,0.12,0.37,-0.47,1720971614300
0.41,4.61,10.89,0.14,0.34,-0.48,1720971614303
-0.62,3.91,7.81,0.05,0.05,-0.56,1720971614313
-0.80,3.89,7.83,0.02,-0.05,-0.58,1720971614316
-0.90,4.34,8.14,-0.03,-0.12,-0.60,1720971614319
-0.90,3.44,10.42,-0.19,-0.08,-0.49,1720971614329
-0.94,2.44,10.65,-0.19,-0.00,-0.41,1720971614332
-1.03,1.71,10.59,-0.14,0.07,-0.33,1720971614335
-0.54,2.27,9.57,0.07,0.23,-0.06,1720971614345
-0.46,2.49,8.57,0.05,0.22,-0.02,1720971614348
-0.41,2.07,7.36,0.03,0.17,-0.02,1720971614351
0.31,1.22,5.40,-0.08,-0.17,-0.08,1720971614361
0.62,1.39,6.12,-0.08,-0.26,-0.11,1720971614364
1.21,1.85,7.74,-0.07,-0.30,-0.14,1720971614367
2.15,3.62,10.82,-0.16,-0.05,-0.18,1720971614377
2.38,3.08,11.46,-0.14,0.09,-0.17,1720971614380
2.40,3.03,11.66,-0.10,0.23,-0.16,1720971614383
2.12,3.76,11.82,-0.02,0.57,-0.19,1720971614393
1.80,3.78,11.27,-0.03,0.60,-0.22,1720971614396
1.35,3.26,10.70,-0.03,0.58,-0.27,1720971614399
0.01,2.69,9.35,0.02,0.25,-0.39,1720971614409
-0.31,2.49,9.34,0.03,0.14,-0.43,1720971614412
-0.63,2.45,8.73,0.03,0.05,-0.45,1720971614415
-1.42,1.29,6.60,0.05,-0.13,-0.42,1720971614425
-1.52,1.08,6.96,0.02,-0.13,-0.35,1720971614428
-1.37,1.25,8.14,-0.04,-0.07,-0.26,1720971614431
-0.94,1.94,11.27,-0.21,0.36,0.05,1720971614441
-0.75,0.73,11.90,-0.18,0.48,0.14,1720971614444
-0.67,0.46,11.96,-0.12,0.57,0.21,1720971614447
-0.23,2.96,11.05,0.21,0.43,0.19,1720971614457
-0.11,3.99,10.22,0.18,0.28,0.15,1720971614460
-0.15,4.29,8.95,0.13,0.12,0.09,1720971614463
0.47,3.18,8.94,-0.10,-0.38,-0.06,1720971614473
0.73,3.22,10.17,-0.14,-0.42,-0.07,1720971614476
1.03,3.34,12.00,-0.19,-0.37,-0.07,1720971614479
1.17,1.51,13.32,-0.04,0.21,-0.01,1720971614489
1.09,0.95,12.30,0.09,0.38,0.02,1720971614492
0.72,1.26,10.75,0.21,0.50,0.04,1720971614495
0.11,2.75,8.33,0.13,0.53,-0.00,1720971614505
-0.23,2.60,7.97,-0.01,0.44,-0.02,1720971614508
-0.46,2.59,7.84,-0.09,0.33,-0.06,1720971614511
-0.86,1.50,10.23,-0.00,0.02,-0.15,1720971614521
-1.03,2.16,10.41,0.07,-0.01,-0.14,1720971614524
-1.11,3.16,10.54,0.14,-0.01,-0.12,1720971614527
-1.29,3.06,9.26,0.08,0.13,0.02,1720971614537
-1.35,2.25,8.78,0.01,0.15,0.10,1720971614540
-1.36,1.58,8.82,-0.06,0.16,0.16,1720971614543
-0.49,1.59,10.84,-0.11,0.16,0.27,1720971614553
-0.21,1.40,11.41,-0.09,0.14,0.32,1720971614556
-0.03,1.02,11.23,-0.07,0.11,0.36,1720971614559
0.57,0.91,9.29,0.09,-0.08,0.31,1720971614569
1.04,1.62,9.96,0.12,-0.16,0.29,1720971614572
1.56,2.26,10.96,0.06,-0.20,0.28,1720971614575
2.23,0.67,12.16,-0.17,-0.09,0.24,1720971614585
2.33,0.38,12.78,-0.12,-0.02,0.23,1720971614588
2.41,0.83,13.35,-0.02,0.08,0.22,1720971614591
1.20,1.61,12.53,0.17,0.43,0.09,1720971614601
1.27,0.93,11.24,0.23,0.43,0.03,1720971614604
1.25,0.67,9.85,0.27,0.37,0.04,1720971614607
-0.06,3.43,7.77,0.22,0.08,-0.06,1720971614617
-0.22,3.51,7.46,0.10,0.03,-0.08,1720971614620
-0.47,3.21,7.25,0.02,-0.04,-0.07,1720971614623
-0.89,2.14,9.64,-0.07,-0.03,0.05,1720971614633
-0.87,2.12,10.34,-0.07,0.04,0.10,1720971614636
-0.74,1.78,10.99,-0.06,0.13,0.18,1720971614639
-0.46,0.48,10.33,0.02,0.29,0.45,1720971614649
-0.20,-0.05,9.96,0.05,0.24,0.49,1720971614652
0.15,-0.06,9.78,0.04,0.16,0.52,1720971614655
1.22,2.13,10.60,-0.00,-0.19,0.44,1720971614665
1.55,1.81,10.64,-0.02,-0.26,0.37,1720971614668
1.78,1.73,10.24,0.00,-0.31,0.30,1720971614671
1.95,2.81,9.49,0.19,-0.32,0.10,1720971614681
1.81,3.74,9.01,0.18,-0.24,0.06,1720971614684
1.54,3.79,8.45,0.13,-0.15,0.02,1720971614687
0.61,1.60,7.31,-0.03,0.19,0.06,1720971614697
0.35,1.88,7.53,-0.02,0.27,0.09,1720971614700
0.07,2.00,8.56,-0.03,0.36,0.10,1720971614703
-0.57,3.65,10.35,-0.12,0.55,0.16,1720971614713
-0.69,3.99,11.11,-0.11,0.52,0.18,1720971614716
-1.02,4.78,11.41,-0.11,0.46,0.19,1720971614719
-1.68,4.98,10.23,-0.13,-0.07,0.13,1720971614729
-1.69,4.56,9.99,-0.11,-0.26,0.14,1720971614732
-1.51,4.24,10.02,-0.11,-0.40,0.14,1720971614735
-0.83,1.47,9.28,-0.29,-0.53,0.26,1720971614745
-0.49,0.29,9.26,-0.33,-0.50,0.34,1720971614748
-0.13,-0.56,9.38,-0.35,-0.45,0.41,1720971614751
1.47,-2.36,10.02,-0.28,-0.22,0.57,1720971614761
2.02,-2.30,10.23,-0.26,-0.15,0.60,1720971614764
2.37,-1.43,10.22,-0.21,-0.10,0.62,1720971614767
2.55,-0.71,10.15,-0.13,-0.06,0.59,1720971614770
3.39,1.76,9.55,-0.04,-0.05,0.33,1720971614780
3.49,2.35,9.68,-0.05,-0.09,0.24,1720971614783
3.64,3.00,10.10,-0.08,-0.13,0.16,1720971614786
3.15,4.51,11.50,-0.08,-0.11,-0.08,1720971614796
2.74,4.51,11.53,-0.05,-0.04,-0.14,1720971614799
2.27,4.50,10.91,-0.00,0.04,-0.20,1720971614802
0.69,4.69,8.94,0.08,0.23,-0.28,1720971614812
0.16,4.92,8.57,0.01,0.26,-0.28,1720971614815
-0.15,4.82,8.40,-0.04,0.27,-0.27,1720971614818
-1.55,2.32,8.75,-0.22,0.19,-0.18,1720971614828
-1.77,2.03,9.58,-0.21,0.14,-0.15,1720971614831
-1.89,1.77,10.23,-0.20,0.11,-0.13,1720971614834
-1.95,2.51,12.15,-0.12,-0.08,0.01,1720971614844
-1.94,1.95,11.97,-0.07,-0.14,0.04,1720971614847
-1.91,1.52,11.68,-0.03,-0.18,0.05,1720971614850
-1.23,1.98,7.81,0.26,-0.42,0.05,1720971614860
-0.84,2.93,8.27,0.23,-0.46,0.08,1720971614863
-0.70,3.99,8.36,0.16,-0.47,0.10,1720971614866
0.21,3.68,9.23,-0.14,-0.26,0.08,1720971614876
0.19,3.36,9.22,-0.13,-0.21,0.10,1720971614879
0.19,3.79,9.30,-0.07,-0.14,0.12,1720971614882
0.47,4.43,10.43,-0.00,0.19,0.10,1720971614892
0.34,4.01,9.83,-0.03,0.22,0.11,1720971614895
0.07,3.28,9.33,-0.04,0.21,0.11,1720971614898
-0.26,1.75,8.97,-0.02,-0.03,0.03,1720971614908
-0.22,1.84,9.24,-0.02,-0.10,0.03,1720971614911
-0.11,2.25,9.71,-0.03,-0.19,0.05,1720971614914
0.22,1.90,10.18,-0.01,-0.33,0.11,1720971614924
0.31,1.91,9.89,0.00,-0.33,0.13,1720971614927
0.44,2.04,9.64,0.05,-0.32,0.15,1720971614930
1.11,4.26,10.65,0.02,-0.12,0.16,1720971614940
1.13,3.99,10.59,-0.00,-0.04,0.16,1720971614943
1.17,3.09,10.32,-0.01,0.04,0.16,1720971614946
0.74,2.47,9.32,0.10,0.16,0.17,1720971614956
0.76,3.31,10.05,0.09,0.17,0.18,1720971614959
0.68,4.19,10.43,0.04,0.18,0.18,1720971614962
0.46,2.54,11.74,-0.16,0.22,0.21,1720971614972
0.39,2.85,12.76,-0.17,0.22,0.26,1720971614975
0.47,3.30,14.16,-0.16,0.24,0.30,1720971614978
0.28,3.14,16.16,-0.07,0.36,0.39,1720971614988
0.18,2.21,16.00,0.04,0.36,0.39,1720971614991
0.10,1.83,15.44,0.15,0.34,0.39,1720971614994
