AccX,AccY,AccZ,GyrX,GyrY,GyrZ,timestamp
1.60,-1.80,6.73,0.09,-0.44,0.48,1720972161315
2.10,-1.09,8.76,0.06,-0.39,0.57,1720972161318
3.19,0.38,10.98,-0.13,0.17,0.56,1720972161328
3.68,-0.26,12.05,-0.13,0.34,0.57,1720972161331
3.70,1.13,12.83,-0.11,0.49,0.58,1720972161334
3.54,2.66,13.92,-0.06,0.64,0.54,1720972161337
1.45,6.69,14.08,0.02,0.78,0.26,1720972161347
2.38,5.57,12.35,0.17,0.58,0.15,1720972161350
2.37,4.21,11.13,0.27,0.29,0.22,1720972161353
0.74,5.38,7.92,0.19,-0.30,0.03,1720972161363
1.02,4.14,6.90,0.07,-0.34,-0.03,1720972161366
1.03,3.41,6.43,-0.06,-0.37,0.04,1720972161369
1.22,2.79,13.17,-0.50,0.14,0.31,1720972161379
1.30,1.70,14.22,-0.51,0.43,0.37,1720972161382
1.24,0.83,14.16,-0.36,0.70,0.46,1720972161385
0.28,1.09,9.53,0.37,0.92,0.50,1720972161395
0.01,1.55,7.46,0.37,0.73,0.45,1720972161398
-0.11,2.09,6.55,0.32,0.54,0.42,1720972161401
1.91,4.64,17.24,-0.84,-0.50,0.51,1720972161411
2.65,5.00,21.66,-1.00,-0.52,0.58,1720972161414
3.00,4.81,23.66,-0.93,-0.44,0.58,1720972161417
2.67,8.11,23.14,0.87,0.69,0.10,1720972161427
1.90,8.68,17.79,1.08,0.87,-0.02,1720972161430
1.16,8.38,13.58,1.13,0.88,-0.06,1720972161433
-1.94,5.65,4.37,0.36,0.13,-0.06,1720972161443
-2.35,5.59,4.55,0.12,-0.08,-0.11,1720972161446
-2.36,5.68,4.77,0.05,-0.18,-0.15,1720972161449
-1.20,4.32,4.11,0.42,-0.37,0.23,1720972161459
-1.27,4.92,2.56,0.52,-0.37,0.37,1720972161462
-1.13,5.40,0.38,0.64,-0.37,0.53,1720972161465
0.58,1.71,0.69,0.28,-0.24,0.68,1720972161475
0.96,1.07,0.46,0.15,-0.21,0.70,1720972161478
1.50,0.36,-0.09,0.02,-0.16,0.71,1720972161481
3.03,-0.33,-2.23,0.16,0.06,0.44,1720972161496
3.33,-0.30,-2.38,0.20,0.06,0.39,1720972161499
3.58,0.13,-2.46,0.23,0.04,0.32,1720972161502
3.23,1.74,4.41,-0.69,0.12,0.16,1720972161512
3.28,0.56,5.65,-1.00,0.22,0.08,1720972161515
3.17,-2.99,8.47,-1.46,0.40,-0.01,1720972161518
-0.05,-1.91,21.37,-1.80,1.40,-0.06,1720972161528
0.52,-2.06,34.01,-1.49,1.70,0.15,1720972161531
-2.10,2.46,38.88,-1.29,1.76,0.26,1720972161534
-1.16,-2.88,26.75,0.35,0.53,0.29,1720972161544
-1.83,-0.88,17.94,1.08,-0.15,0.38,1720972161547
-2.20,4.46,13.97,1.76,-0.74,0.31,1720972161550
1.42,7.59,-1.90,1.18,-1.70,-0.03,1720972161560
2.19,6.43,-3.85,0.90,-1.82,0.03,1720972161563
2.74,4.87,-1.65,0.68,-1.82,0.14,1720972161566
4.66,0.51,0.62,-0.07,-0.93,0.26,1720972161576
5.19,-0.50,2.17,-0.29,-0.51,0.27,1720972161579
4.80,-0.57,3.58,-0.52,-0.08,0.26,1720972161582
5.45,-0.85,7.02,-1.04,1.27,0.38,1720972161592
4.88,2.03,5.30,-1.13,1.55,0.32,1720972161595
4.76,4.59,8.56,-1.07,1.74,0.19,1720972161598
1.77,4.95,19.68,-0.87,1.90,-0.05,1720972161608
-0.81,6.03,21.40,-0.65,1.49,-0.19,1720972161611
-1.21,9.36,20.14,-0.42,0.86,-0.31,1720972161614
3.55,7.62,7.57,0.53,-1.08,-0.53,1720972161624
-0.20,6.10,10.44,0.31,-1.06,-0.51,1720972161627
-0.88,6.27,12.19,0.35,-1.07,-0.56,1720972161630
-1.50,2.21,9.71,0.22,-0.44,-0.24,1720972161640
-1.84,2.60,6.77,0.21,-0.17,-0.09,1720972161643
-1.72,2.47,6.96,0.16,0.10,0.05,1720972161646
-2.04,1.71,7.06,-0.29,0.86,0.39,1720972161656
-1.41,3.39,7.69,-0.27,1.02,0.39,1720972161659
-2.25,3.01,9.49,-0.19,1.08,0.39,1720972161662
-3.46,6.58,10.55,-0.12,0.44,0.28,1720972161672
-3.82,6.15,11.59,-0.03,0.10,0.26,1720972161675
-3.74,4.90,11.77,0.02,-0.21,0.25,1720972161678
-1.62,3.84,14.39,0.10,-0.53,0.51,1720972161688
-1.20,6.31,13.80,0.15,-0.39,0.59,1720972161691
-0.58,6.52,13.99,0.20,-0.19,0.63,1720972161694
0.41,1.62,9.16,0.05,0.36,0.85,1720972161704
0.58,0.65,8.17,0.09,0.39,0.88,1720972161707
0.87,-0.24,8.49,0.11,0.39,0.89,1720972161710
2.43,3.76,10.78,-0.12,0.17,0.83,1720972161720
3.03,3.52,12.74,-0.23,0.10,0.77,1720972161723
3.52,1.15,14.35,-0.34,0.07,0.71,1720972161726
3.25,0.83,14.38,0.22,0.05,0.52,1720972161736
3.56,0.88,14.24,0.53,0.08,0.39,1720972161739
3.62,2.23,13.63,0.71,0.12,0.24,1720972161742
1.25,6.56,4.15,0.80,0.07,-0.24,1720972161752
0.73,6.90,3.28,0.63,0.03,-0.29,1720972161755
0.14,6.84,3.15,0.39,0.03,-0.29,1720972161758
-1.79,2.92,7.21,-0.36,0.36,-0.09,1720972161768
-2.28,1.64,8.65,-0.35,0.52,0.00,1720972161771
-2.74,0.13,10.07,-0.27,0.68,0.11,1720972161774
-4.04,2.54,11.63,-0.13,0.65,0.60,1720972161784
-4.07,2.16,10.96,-0.06,0.45,0.68,1720972161787
-3.89,-0.16,10.61,-0.02,0.19,0.73,1720972161790
-3.28,-2.42,9.85,0.00,-0.09,0.79,1720972161793
-0.45,-1.97,9.52,0.12,-0.72,1.03,1720972161803
0.68,-0.57,10.43,0.14,-0.73,1.08,1720972161806
1.47,1.16,10.41,0.15,-0.66,1.08,1720972161809
