AccX,AccY,AccZ,GyrX,GyrY,GyrZ,timestamp
-1.38,-0.47,10.12,0.04,0.26,-0.38,1721026737364
-1.60,-0.57,10.09,-0.01,0.27,-0.34,1721026737367
-1.77,-0.76,9.85,-0.06,0.25,-0.31,1721026737370
-1.82,-0.98,9.50,-0.06,0.21,-0.27,1721026737373
-1.89,-1.09,8.94,-0.03,0.14,-0.23,1721026737376
-1.91,-1.12,8.74,-0.00,0.10,-0.20,1721026737378
-1.87,-1.12,8.18,0.05,0.03,-0.18,1721026737381
-1.08,-1.00,6.77,0.04,-0.16,-0.13,1721026737392
-0.85,-0.93,6.81,-0.02,-0.19,-0.11,1721026737395
-0.63,-1.28,6.86,-0.07,-0.19,-0.08,1721026737398
-0.42,-1.93,7.32,-0.14,-0.17,-0.08,1721026737401
-0.14,-2.64,7.57,-0.20,-0.12,-0.07,1721026737404
-0.00,-2.97,7.88,-0.22,-0.08,-0.06,1721026737406
0.59,-3.96,11.35,-0.12,0.22,-0.00,1721026737417
0.67,-3.39,12.93,-0.11,0.32,-0.01,1721026737420
0.65,-2.43,13.60,-0.15,0.42,-0.02,1721026737423
0.51,-2.00,13.86,-0.17,0.48,-0.03,1721026737426
0.38,-2.32,14.08,-0.16,0.48,-0.04,1721026737429
0.18,-3.14,14.51,-0.15,0.43,-0.05,1721026737431
-0.11,-2.31,14.11,0.12,-0.07,-0.12,1721026737442
0.04,-1.71,13.36,0.14,-0.20,-0.12,1721026737445
0.17,-1.17,12.32,0.16,-0.29,-0.12,1721026737448
0.28,-1.10,11.28,0.18,-0.33,-0.12,1721026737451
0.36,-1.03,10.70,0.18,-0.33,-0.12,1721026737454
0.42,-0.69,9.66,0.17,-0.31,-0.13,1721026737456
0.37,1.47,8.02,-0.07,0.11,-0.12,1721026737471
0.26,0.98,8.30,-0.15,0.21,-0.11,1721026737474
0.14,0.28,9.15,-0.21,0.31,-0.09,1721026737477
0.13,-0.11,9.78,-0.23,0.37,-0.07,1721026737480
-0.07,-0.73,10.93,-0.25,0.44,-0.03,1721026737483
-0.30,-1.66,12.03,-0.26,0.48,-0.01,1721026737485
-0.69,-3.11,12.32,-0.07,0.13,0.03,1721026737496
-0.60,-3.16,12.53,-0.00,-0.04,0.03,1721026737499
-0.39,-2.92,12.44,0.03,-0.20,0.02,1721026737502
-0.22,-2.62,12.22,0.04,-0.28,0.00,1721026737505
0.16,-2.22,11.73,0.04,-0.35,-0.02,1721026737508
0.56,-1.97,11.65,0.03,-0.38,-0.02,1721026737510
1.47,-0.07,12.67,-0.05,-0.12,0.03,1721026737520
1.58,0.08,12.88,-0.06,0.03,0.03,1721026737523
1.70,0.62,12.84,-0.03,0.18,0.03,1721026737526
1.69,1.45,12.77,0.03,0.31,0.03,1721026737529
1.62,1.90,12.98,0.06,0.38,0.03,1721026737532
1.35,2.40,12.89,0.07,0.45,0.01,1721026737535
0.91,2.61,12.08,0.05,0.48,-0.03,1721026737537
-0.52,2.15,9.18,0.07,0.12,-0.21,1721026737548
-0.81,1.94,9.02,0.08,-0.01,-0.25,1721026737551
-0.79,1.23,9.21,0.06,-0.09,-0.26,1721026737554
-0.91,0.12,8.74,-0.01,-0.18,-0.24,1721026737557
-1.01,-0.65,8.16,-0.06,-0.24,-0.21,1721026737560
-1.01,-1.46,7.86,-0.09,-0.25,-0.16,1721026737562
-0.57,-3.21,9.03,-0.13,-0.01,0.04,1721026737573
-0.40,-3.17,9.25,-0.12,0.10,0.09,1721026737576
-0.32,-2.89,9.36,-0.12,0.17,0.12,1721026737579
-0.05,-2.88,9.41,-0.08,0.25,0.15,1721026737582
0.16,-3.03,9.71,-0.06,0.30,0.19,1721026737585
0.36,-2.88,9.86,-0.03,0.30,0.22,1721026737587
0.42,-2.30,10.05,-0.00,0.28,0.22,1721026737590
0.86,-0.23,9.60,0.16,0.01,0.07,1721026737601
0.94,0.78,9.57,0.20,-0.08,0.02,1721026737604
0.93,1.59,9.48,0.21,-0.12,-0.03,1721026737607
0.86,2.65,9.39,0.21,-0.15,-0.11,1721026737610
0.82,3.15,9.14,0.19,-0.14,-0.18,1721026737613
0.65,3.45,8.77,0.16,-0.10,-0.23,1721026737615
-0.30,4.30,9.68,-0.01,0.24,-0.24,1721026737626
-0.50,4.12,10.07,-0.06,0.33,-0.25,1721026737629
-0.81,3.45,10.49,-0.14,0.45,-0.23,1721026737632
-1.29,2.27,10.64,-0.18,0.52,-0.19,1721026737635
-1.88,0.94,11.01,-0.20,0.54,-0.15,1721026737638
-2.36,0.06,10.63,-0.19,0.49,-0.11,1721026737640
-2.61,-2.52,8.50,-0.08,-0.12,0.05,1721026737651
-2.39,-2.52,8.18,-0.08,-0.24,0.08,1721026737654
-2.06,-2.74,8.41,-0.12,-0.39,0.10,1721026737657
-1.53,-3.14,8.86,-0.17,-0.48,0.11,1721026737660
-0.98,-3.44,9.36,-0.23,-0.51,0.12,1721026737663
-0.48,-3.44,9.68,-0.26,-0.48,0.13,1721026737665
1.09,-3.94,11.24,-0.11,-0.07,0.22,1721026737676
1.29,-3.33,11.22,-0.08,0.03,0.24,1721026737679
1.42,-2.20,11.11,-0.03,0.15,0.25,1721026737682
1.52,-1.40,10.59,0.01,0.23,0.25,1721026737685
1.45,-1.13,9.58,0.03,0.27,0.22,1721026737688
1.31,-1.11,8.63,0.04,0.25,0.18,1721026737690
0.99,-0.43,8.03,-0.06,0.02,-0.06,1721026737700
1.00,0.49,9.07,-0.13,-0.05,-0.12,1721026737703
0.89,1.58,10.25,-0.20,-0.08,-0.17,1721026737706
0.80,1.78,11.61,-0.27,-0.06,-0.20,1721026737709
0.67,1.10,12.71,-0.32,-0.01,-0.20,1721026737712
0.40,0.23,13.26,-0.32,0.07,-0.17,1721026737714
0.18,-0.34,13.64,-0.25,0.15,-0.12,1721026737717
-0.89,-0.50,12.51,-0.02,0.27,-0.00,1721026737728
-1.12,-1.44,11.33,-0.03,0.22,-0.00,1721026737731
-1.38,-1.89,10.04,-0.08,0.14,-0.01,1721026737734
-1.46,-2.10,9.14,-0.11,0.02,-0.02,1721026737737
-1.42,-2.47,9.00,-0.15,-0.09,-0.03,1721026737740
-1.27,-2.56,9.71,-0.19,-0.20,-0.02,1721026737742
-0.40,0.07,12.53,-0.21,-0.28,0.10,1721026737752
-0.03,0.46,13.33,-0.18,-0.22,0.14,1721026737755
0.22,0.37,13.59,-0.14,-0.13,0.17,1721026737758
0.41,0.41,13.17,-0.08,-0.05,0.19,1721026737761
0.47,0.52,12.76,0.00,0.02,0.19,1721026737764
0.53,0.77,12.74,0.04,0.06,0.16,1721026737766
0.36,1.36,12.33,-0.06,0.07,0.02,1721026737776
0.10,1.01,12.66,-0.09,0.04,-0.02,1721026737779
-0.20,0.67,12.92,-0.07,0.01,-0.07,1721026737782
-0.43,0.33,13.16,-0.02,-0.01,-0.12,1721026737785
-0.57,0.26,13.19,0.05,-0.03,-0.13,1721026737788
-0.66,0.35,13.08,0.11,-0.04,-0.10,1721026737790
-0.93,0.73,12.75,0.14,-0.04,-0.06,1721026737793
-1.39,0.55,9.96,0.20,-0.02,0.04,1721026737804
-1.54,0.96,9.23,0.21,-0.03,0.06,1721026737807
-1.56,1.31,8.50,0.24,-0.04,0.06,1721026737810
-1.63,1.68,7.90,0.25,-0.05,0.06,1721026737813
-1.55,1.58,7.38,0.23,-0.07,0.06,1721026737816
-1.51,1.16,7.18,0.19,-0.09,0.08,1721026737818
-1.24,-0.07,6.60,0.08,-0.14,0.13,1721026737828
-0.88,-0.36,6.82,0.08,-0.17,0.18,1721026737831
-0.58,-0.49,7.38,0.09,-0.19,0.25,1721026737834
-0.38,0.10,8.29,0.10,-0.20,0.30,1721026737837
-0.13,1.38,8.36,0.12,-0.19,0.31,1721026737840
0.11,2.49,8.49,0.16,-0.17,0.29,1721026737842
0.89,2.19,8.86,0.03,-0.11,0.29,1721026737852
0.92,1.53,9.26,-0.03,-0.09,0.29,1721026737855
0.95,1.13,9.91,-0.08,-0.07,0.27,1721026737858
1.06,0.57,10.44,-0.09,-0.04,0.25,1721026737861
1.18,-0.71,11.80,-0.12,0.01,0.24,1721026737864
1.11,-1.92,12.56,-0.18,0.06,0.24,1721026737866
0.34,-3.87,14.31,-0.10,0.24,0.18,1721026737876
0.06,-3.93,14.26,-0.01,0.25,0.18,1721026737879
-0.34,-3.77,14.04,0.07,0.22,0.20,1721026737882
-0.69,-3.35,13.21,0.14,0.16,0.23,1721026737885
-0.99,-2.78,11.85,0.21,0.08,0.26,1721026737888
-1.18,-2.41,10.55,0.25,-0.01,0.28,1721026737890
-1.13,-2.14,9.31,0.27,-0.12,0.33,1721026737893
-0.76,-0.37,8.12,0.15,-0.33,0.46,1721026737904
-0.42,0.35,8.54,0.08,-0.32,0.48,1721026737907
-0.04,0.59,9.04,0.01,-0.28,0.51,1721026737910
0.39,0.52,9.50,-0.03,-0.22,0.56,1721026737913
0.73,0.40,9.85,-0.02,-0.17,0.61,1721026737916
1.02,0.41,10.09,0.04,-0.11,0.63,1721026737918
2.06,2.07,10.03,0.14,-0.01,0.59,1721026737928
2.30,2.55,9.78,0.11,-0.04,0.56,1721026737931
2.46,2.46,9.39,0.06,-0.08,0.52,1721026737934
2.42,2.20,9.43,-0.01,-0.13,0.43,1721026737937
2.59,1.62,9.62,-0.07,-0.18,0.33,1721026737940
2.80,1.19,10.04,-0.12,-0.22,0.24,1721026737942
2.79,0.45,12.95,-0.22,-0.17,0.05,1721026737952
2.59,-1.09,13.44,-0.25,-0.07,0.01,1721026737955
2.40,-3.02,13.47,-0.23,0.04,-0.01,1721026737958
2.11,-4.14,13.18,-0.18,0.13,0.01,1721026737961
1.70,-3.71,12.16,-0.08,0.20,0.03,1721026737964
1.21,-3.11,11.30,0.04,0.24,0.02,1721026737966
0.22,-2.59,9.52,0.06,0.13,-0.04,1721026737976
0.09,-2.58,8.46,0.01,0.01,-0.04,1721026737979
-0.17,-2.57,8.09,-0.02,-0.11,-0.05,1721026737982
-0.22,-2.67,7.90,-0.03,-0.23,-0.05,1721026737985
-0.22,-2.71,8.30,-0.02,-0.32,-0.05,1721026737988
-0.12,-2.47,9.08,0.01,-0.38,-0.03,1721026737990
0.00,-2.18,9.41,0.05,-0.39,-0.01,1721026737993
0.68,1.15,11.51,0.10,-0.14,0.13,1721026738004
0.61,0.39,11.08,0.07,-0.03,0.14,1721026738007
0.69,0.14,10.20,0.07,0.04,0.16,1721026738010
0.79,0.40,10.06,0.12,0.07,0.17,1721026738013
0.87,0.88,10.86,0.14,0.08,0.18,1721026738016
0.84,1.42,10.87,0.10,0.08,0.17,1721026738018
0.73,1.33,10.58,0.08,0.06,0.15,1721026738021
0.65,-1.74,9.08,0.05,-0.21,0.10,1721026738032
0.62,-1.82,8.75,0.12,-0.26,0.04,1721026738035
0.80,-2.35,8.96,0.17,-0.29,-0.01,1721026738038
1.01,-2.29,8.96,0.22,-0.30,-0.02,1721026738041
1.04,-1.21,9.14,0.24,-0.29,0.00,1721026738044
1.12,-0.25,9.24,0.25,-0.26,0.02,1721026738046
1.23,1.45,9.03,0.14,0.06,0.07,1721026738057
1.13,1.47,8.84,0.17,0.11,0.11,1721026738060
0.98,1.98,8.70,0.20,0.15,0.10,1721026738063
0.84,2.32,8.48,0.20,0.17,0.06,1721026738066
0.78,2.19,7.92,0.19,0.17,0.02,1721026738069
0.72,1.70,7.11,0.18,0.14,-0.00,1721026738071
0.19,-2.23,6.51,-0.02,-0.14,-0.06,1721026738082
0.28,-3.39,6.82,-0.08,-0.21,-0.05,1721026738085
0.46,-4.41,7.43,-0.11,-0.25,-0.02,1721026738088
0.65,-4.87,7.93,-0.10,-0.26,0.03,1721026738091
0.69,-4.92,8.60,-0.07,-0.25,0.05,1721026738094
0.95,-4.84,9.77,0.01,-0.20,0.07,1721026738096
1.15,-4.38,11.04,0.09,-0.11,0.08,1721026738099
1.92,1.63,13.83,0.01,0.29,0.11,1721026738110
1.88,0.35,14.19,0.00,0.32,0.11,1721026738113
1.58,-0.57,13.23,0.05,0.29,0.10,1721026738116
1.34,-0.65,11.64,0.17,0.19,0.07,1721026738119
1.25,-0.64,10.93,0.27,0.10,0.04,1721026738122
1.22,-0.72,9.75,0.40,-0.06,-0.01,1721026738124
1.02,0.73,6.09,0.27,-0.49,-0.20,1721026738135
1.02,-0.45,6.11,0.16,-0.52,-0.20,1721026738138
1.00,-1.15,6.29,0.05,-0.50,-0.19,1721026738141
0.89,-1.08,6.35,0.00,-0.41,-0.17,1721026738144
0.89,-0.80,6.72,-0.00,-0.33,-0.16,1721026738147
1.18,-0.74,8.34,-0.00,-0.16,-0.13,1721026738149
1.58,-0.12,11.59,-0.22,0.50,0.16,1721026738159
1.44,-1.48,12.45,-0.24,0.64,0.21,1721026738162
1.23,-2.29,12.76,-0.22,0.70,0.21,1721026738165
1.02,-2.66,12.53,-0.18,0.70,0.19,1721026738168
0.75,-2.96,12.69,-0.11,0.60,0.14,1721026738171
0.65,-2.94,13.29,-0.07,0.41,0.10,1721026738173
0.69,-3.14,14.80,-0.07,-0.40,-0.09,1721026738183
0.88,-4.13,14.98,-0.05,-0.51,-0.14,1721026738186
1.03,-4.13,14.54,0.03,-0.53,-0.16,1721026738189
1.18,-3.70,14.17,0.11,-0.49,-0.15,1721026738192
1.28,-2.42,14.15,0.23,-0.40,-0.11,1721026738195
1.39,-0.89,13.94,0.30,-0.25,-0.05,1721026738197
1.27,0.45,12.81,0.30,-0.08,0.00,1721026738200
0.66,0.23,8.48,0.18,0.29,0.10,1721026738211
0.50,1.27,8.48,0.18,0.30,0.07,1721026738214
0.59,1.83,9.16,0.15,0.30,0.05,1721026738217
0.57,2.36,9.96,0.06,0.29,0.03,1721026738220
0.39,2.30,10.00,-0.03,0.25,0.02,1721026738223
0.17,1.36,10.06,-0.03,0.18,0.02,1721026738225
-1.16,0.05,10.53,0.18,-0.08,-0.08,1721026738236
-0.81,0.39,10.89,0.16,-0.23,-0.07,1721026738239
-0.20,0.79,10.77,0.12,-0.30,-0.02,1721026738242
0.00,0.84,10.62,0.08,-0.33,0.06,1721026738245
0.14,-0.05,10.46,0.08,-0.31,0.12,1721026738248
0.42,-1.06,9.93,0.10,-0.25,0.15,1721026738250
1.73,0.01,8.91,0.17,-0.11,0.27,1721026738261
1.95,1.24,9.27,0.11,-0.06,0.24,1721026738264
2.01,1.84,8.98,0.07,-0.03,0.19,1721026738267
2.08,1.62,8.70,0.05,0.02,0.10,1721026738270
2.23,0.38,8.34,0.07,0.05,0.03,1721026738273
2.09,-0.37,8.13,0.09,0.06,-0.02,1721026738275
1.73,-0.14,7.69,0.12,0.08,-0.09,1721026738278
0.91,0.69,8.75,0.06,0.24,-0.29,1721026738289
0.68,0.31,8.81,0.03,0.25,-0.25,1721026738292
0.31,-0.78,8.95,0.01,0.26,-0.19,1721026738295
-0.15,-1.40,9.21,0.02,0.26,-0.14,1721026738298
-0.51,-1.23,9.10,0.04,0.25,-0.11,1721026738301
-0.66,-0.96,8.74,0.11,0.21,-0.10,1721026738303
-0.68,1.09,9.53,0.14,-0.10,0.04,1721026738314
-0.68,1.55,9.30,0.12,-0.15,0.03,1721026738317
-0.39,1.45,9.13,0.11,-0.22,0.01,1721026738320
-0.06,1.13,8.65,0.11,-0.27,0.02,1721026738323
0.13,1.33,8.22,0.12,-0.31,0.04,1721026738326
0.33,1.68,8.03,0.13,-0.33,0.05,1721026738328
1.06,1.12,7.33,-0.02,-0.19,0.05,1721026738339
1.20,0.49,7.68,-0.06,-0.15,0.05,1721026738342
1.26,-0.34,7.93,-0.11,-0.08,0.06,1721026738345
1.24,-0.77,8.06,-0.14,-0.00,0.05,1721026738348
1.38,-1.32,8.33,-0.14,0.07,0.04,1721026738351
1.45,-1.81,9.08,-0.14,0.14,0.03,1721026738353
1.13,-2.12,10.09,-0.13,0.29,0.02,1721026738364
1.10,-2.25,9.67,-0.09,0.28,-0.01,1721026738367
0.79,-2.02,8.97,-0.04,0.23,-0.03,1721026738370
0.57,-1.69,8.26,0.00,0.16,-0.06,1721026738373
0.43,-1.57,8.02,0.03,0.07,-0.09,1721026738376
0.37,-1.55,8.43,0.02,-0.02,-0.10,1721026738378
0.47,-0.90,8.95,-0.05,-0.10,-0.09,1721026738381
1.00,-1.81,11.47,-0.27,-0.19,0.09,1721026738392
1.32,-2.21,11.87,-0.25,-0.16,0.14,1721026738395
1.58,-2.14,12.48,-0.16,-0.11,0.18,1721026738398
2.03,-1.71,13.39,-0.08,-0.05,0.20,1721026738401
2.30,-0.65,13.53,-0.02,0.01,0.20,1721026738404
2.38,0.55,13.18,0.02,0.07,0.17,1721026738406
2.46,2.00,11.63,0.01,0.13,-0.06,1721026738417
2.43,2.20,11.48,-0.01,0.09,-0.12,1721026738420
2.34,2.46,11.53,-0.03,0.05,-0.17,1721026738423
2.08,2.71,11.45,-0.05,0.01,-0.22,1721026738426
1.93,2.29,11.73,-0.06,-0.02,-0.25,1721026738429
1.66,1.58,11.83,-0.08,-0.02,-0.28,1721026738431
0.69,0.09,11.77,-0.03,0.09,-0.31,1721026738442
0.45,0.19,11.99,-0.01,0.15,-0.32,1721026738445
0.22,0.27,11.76,-0.00,0.19,-0.31,1721026738448
-0.14,0.16,11.15,0.01,0.22,-0.29,1721026738451
-0.38,-0.34,10.64,0.04,0.22,-0.28,1721026738454
-0.79,-0.35,10.30,0.05,0.20,-0.26,1721026738456
-1.23,1.12,10.48,-0.02,0.05,-0.25,1721026738467
-1.20,1.25,10.61,-0.08,-0.00,-0.22,1721026738470
-1.16,0.88,10.91,-0.09,-0.05,-0.18,1721026738473
-1.23,0.61,11.30,-0.07,-0.08,-0.15,1721026738476
-1.05,0.48,11.39,-0.02,-0.09,-0.13,1721026738479
-0.78,0.40,11.49,0.04,-0.09,-0.11,1721026738481
-0.51,0.59,11.47,0.05,-0.08,-0.07,1721026738484
0.26,0.35,9.93,0.03,-0.08,0.03,1721026738495
0.61,0.25,9.50,0.05,-0.08,0.02,1721026738498
0.95,0.20,9.82,0.04,-0.10,0.01,1721026738501
1.30,0.30,10.00,-0.02,-0.10,0.01,1721026738504
1.42,0.45,9.97,-0.07,-0.09,0.00,1721026738507
1.44,0.41,10.41,-0.09,-0.07,-0.04,1721026738509
1.80,-0.29,10.64,0.01,0.06,-0.17,1721026738519
1.80,-0.53,10.31,0.03,0.09,-0.18,1721026738522
1.54,-0.62,9.98,0.04,0.12,-0.21,1721026738525
1.33,-0.75,9.45,0.04,0.14,-0.25,1721026738528
1.20,-0.92,8.92,0.04,0.15,-0.29,1721026738531
0.97,-0.97,8.91,0.03,0.15,-0.33,1721026738533
0.93,-1.10,8.98,0.00,0.15,-0.35,1721026738536
0.29,-0.23,9.39,0.01,0.15,-0.38,1721026738547
0.22,-0.12,9.52,0.04,0.16,-0.38,1721026738550
-0.08,0.22,9.55,0.04,0.17,-0.39,1721026738553
-0.24,0.27,9.35,0.04,0.18,-0.40,1721026738556
-0.28,0.00,9.30,0.02,0.17,-0.41,1721026738559
-0.44,0.01,9.43,-0.02,0.15,-0.41,1721026738561
-0.49,-1.61,11.19,-0.17,0.05,-0.33,1721026738572
-0.45,-2.10,11.72,-0.16,0.02,-0.31,1721026738575
-0.26,-2.54,12.23,-0.11,-0.01,-0.28,1721026738578
-0.06,-2.59,12.46,-0.03,-0.04,-0.27,1721026738581
0.03,-2.04,12.39,0.06,-0.06,-0.26,1721026738584
0.23,-1.47,11.70,0.15,-0.07,-0.27,1721026738586
0.34,-0.90,10.87,0.21,-0.09,-0.29,1721026738589
0.37,1.06,7.44,0.19,-0.17,-0.41,1721026738600
0.35,1.42,7.35,0.10,-0.17,-0.45,1721026738603
0.37,1.57,7.81,0.00,-0.15,-0.48,1721026738606
0.30,1.41,8.35,-0.09,-0.11,-0.48,1721026738609
0.22,0.68,9.23,-0.15,-0.04,-0.47,1721026738612
-0.05,-0.09,10.11,-0.16,0.06,-0.45,1721026738614
-0.80,-0.41,11.50,0.02,0.38,-0.37,1721026738625
-1.23,-0.19,11.28,-0.00,0.41,-0.33,1721026738628
-1.60,-0.24,10.49,-0.02,0.38,-0.32,1721026738631
-1.91,-0.45,9.88,-0.03,0.29,-0.30,1721026738634
-2.10,-0.59,9.09,-0.04,0.15,-0.29,1721026738637
-2.13,-0.80,8.44,-0.03,-0.01,-0.28,1721026738639
-1.64,-2.04,8.87,-0.13,-0.37,-0.23,1721026738650
-1.30,-2.32,9.63,-0.19,-0.39,-0.19,1721026738653
-0.83,-2.71,10.65,-0.25,-0.35,-0.12,1721026738656
-0.45,-3.20,11.65,-0.30,-0.27,-0.05,1721026738659
-0.10,-3.81,12.49,-0.32,-0.15,0.02,1721026738662
0.23,-4.31,12.99,-0.28,-0.03,0.07,1721026738664
0.97,-3.85,11.97,0.07,0.23,0.10,1721026738675
0.99,-3.71,11.24,0.13,0.20,0.09,1721026738678
0.96,-3.08,10.35,0.14,0.13,0.04,1721026738681
1.05,-2.22,9.00,0.12,0.02,-0.03,1721026738684
1.13,-1.69,8.15,0.11,-0.10,-0.10,1721026738687
1.23,-1.56,7.83,0.10,-0.19,-0.14,1721026738689
1.42,-1.62,7.89,0.08,-0.31,-0.19,1721026738692
1.77,-0.21,10.39,-0.02,-0.28,-0.30,1721026738703
1.70,0.02,10.98,-0.03,-0.14,-0.29,1721026738706
1.61,0.02,11.69,-0.02,0.04,-0.27,1721026738709
1.51,-0.21,12.11,-0.00,0.22,-0.24,1721026738712
1.22,-0.32,12.34,0.02,0.40,-0.21,1721026738715
1.06,-0.34,12.21,0.03,0.50,-0.19,1721026738717
0.79,-0.21,11.99,0.06,0.61,-0.17,1721026738720
-0.69,0.46,11.15,0.00,0.35,-0.21,1721026738731
-0.97,-0.19,10.88,-0.01,0.12,-0.24,1721026738734
-0.99,-1.05,11.28,-0.02,-0.10,-0.26,1721026738737
-0.84,-0.94,11.13,0.02,-0.30,-0.26,1721026738740
-0.75,-0.66,11.26,0.08,-0.42,-0.27,1721026738743
-0.55,-0.96,11.53,0.12,-0.46,-0.28,1721026738745
0.03,-1.50,9.12,0.13,-0.27,-0.18,1721026738755
0.16,-1.53,8.69,0.14,-0.17,-0.13,1721026738758
0.18,-1.41,8.97,0.12,-0.05,-0.10,1721026738761
0.35,-1.40,9.14,0.06,0.08,-0.10,1721026738764
0.34,-1.24,9.22,0.01,0.17,-0.10,1721026738767
0.59,-1.14,8.95,-0.02,0.26,-0.10,1721026738769
0.26,-0.96,10.49,0.04,0.35,-0.10,1721026738779
0.08,-0.77,10.33,0.09,0.32,-0.17,1721026738782
-0.03,-0.95,10.26,0.12,0.25,-0.21,1721026738785
-0.07,-0.96,10.01,0.15,0.15,-0.22,1721026738788
-0.34,-0.52,9.92,0.16,0.07,-0.22,1721026738791
-0.57,0.52,10.04,0.17,-0.02,-0.23,1721026738793
-0.65,1.13,10.54,0.14,-0.08,-0.27,1721026738796
-0.82,0.92,11.37,-0.01,-0.05,-0.21,1721026738807
-0.97,1.24,11.01,0.04,0.01,-0.17,1721026738810
-1.05,1.33,11.19,0.09,0.07,-0.14,1721026738813
-0.94,1.19,11.02,0.10,0.10,-0.11,1721026738816
-1.04,1.01,10.23,0.07,0.14,-0.06,1721026738819
-1.08,0.52,9.23,0.04,0.13,-0.02,1721026738821
-0.86,-0.60,8.06,-0.12,-0.06,0.00,1721026738831
-0.60,-1.05,8.37,-0.14,-0.13,-0.01,1721026738834
-0.36,-1.88,9.55,-0.18,-0.19,-0.01,1721026738837
-0.07,-2.21,9.99,-0.21,-0.21,-0.01,1721026738840
0.20,-2.07,10.30,-0.22,-0.22,0.00,1721026738843
0.58,-2.00,11.01,-0.20,-0.20,0.02,1721026738845
1.22,-2.02,12.49,-0.12,0.02,0.06,1721026738855
1.46,-2.49,12.06,-0.05,0.09,0.04,1721026738858
1.57,-2.49,11.24,0.02,0.13,0.04,1721026738861
1.48,-2.05,10.80,0.05,0.13,0.03,1721026738864
1.48,-1.57,10.61,0.06,0.13,-0.00,1721026738867
1.37,-1.20,10.75,-0.00,0.12,-0.05,1721026738869
1.15,-1.70,10.79,-0.09,0.00,-0.16,1721026738879
0.94,-1.60,11.49,-0.05,-0.01,-0.19,1721026738882
0.88,-1.28,11.82,-0.03,0.00,-0.21,1721026738885
0.75,-0.60,12.33,-0.00,0.04,-0.25,1721026738888
0.73,0.03,12.46,0.01,0.08,-0.25,1721026738891
0.50,0.60,12.45,0.03,0.12,-0.23,1721026738893
0.11,1.00,12.16,0.04,0.16,-0.21,1721026738896
-0.74,0.81,8.59,0.18,0.15,-0.21,1721026738907
-0.90,1.43,8.16,0.19,0.08,-0.19,1721026738910
-0.90,1.69,8.21,0.17,0.04,-0.17,1721026738913
-0.96,1.97,8.07,0.07,-0.02,-0.16,1721026738916
-0.89,1.48,7.56,-0.03,-0.07,-0.14,1721026738919
-0.80,0.35,7.54,-0.09,-0.11,-0.12,1721026738921
-0.24,-0.05,7.70,-0.02,-0.13,-0.06,1721026738931
0.13,-0.63,8.58,0.03,-0.10,-0.06,1721026738934
0.50,-0.67,9.11,0.02,-0.07,-0.05,1721026738937
0.59,0.24,8.87,-0.01,-0.02,-0.02,1721026738940
0.68,0.99,8.38,-0.02,0.03,-0.03,1721026738943
0.85,0.65,8.69,-0.02,0.07,-0.05,1721026738945
0.89,0.21,9.51,-0.12,0.19,-0.17,1721026738955
0.74,0.25,10.29,-0.14,0.21,-0.19,1721026738958
0.57,0.55,11.03,-0.17,0.26,-0.23,1721026738961
0.30,0.35,11.53,-0.17,0.31,-0.27,1721026738964
-0.01,-0.78,12.18,-0.16,0.34,-0.29,1721026738967
-0.33,-1.80,12.13,-0.14,0.35,-0.28,1721026738969
-1.45,-2.02,10.41,0.08,0.16,-0.24,1721026738979
-1.48,-1.94,10.00,0.09,0.10,-0.23,1721026738982
-1.53,-1.17,9.35,0.08,0.01,-0.22,1721026738985
-1.54,-0.27,8.37,0.08,-0.08,-0.20,1721026738988
-1.55,0.16,8.30,0.06,-0.13,-0.19,1721026738991
-1.40,0.45,8.68,0.01,-0.16,-0.18,1721026738993
-1.26,1.06,8.59,-0.06,-0.14,-0.17,1721026738996
-0.58,1.36,10.37,-0.22,0.07,-0.03,1721026739007
-0.52,0.81,10.74,-0.21,0.15,0.00,1721026739010
-0.41,0.10,10.82,-0.17,0.21,0.02,1721026739013
-0.26,-0.14,10.31,-0.10,0.23,0.04,1721026739016
-0.16,-0.16,9.84,-0.03,0.22,0.04,1721026739019
-0.03,-0.24,9.75,-0.01,0.17,0.04,1721026739021
0.02,-0.27,9.35,-0.05,0.09,0.02,1721026739024
0.42,-1.22,9.55,-0.19,-0.14,-0.12,1721026739035
0.59,-0.86,10.98,-0.23,-0.14,-0.15,1721026739038
0.69,-0.41,12.43,-0.28,-0.09,-0.17,1721026739041
0.76,-0.26,13.74,-0.30,0.02,-0.18,1721026739044
0.71,-0.43,14.66,-0.29,0.15,-0.16,1721026739047
0.68,-0.96,15.20,-0.23,0.28,-0.11,1721026739049
-0.45,-0.03,14.51,0.06,0.45,-0.05,1721026739060
-0.68,0.93,13.38,0.13,0.36,-0.06,1721026739063
-0.93,1.49,12.02,0.17,0.23,-0.08,1721026739066
-1.04,1.25,10.67,0.19,0.07,-0.09,1721026739069
-1.05,0.76,9.42,0.20,-0.09,-0.09,1721026739072
-0.97,0.34,8.91,0.17,-0.20,-0.09,1721026739074
-0.15,1.02,10.18,-0.10,-0.22,-0.00,1721026739085
0.23,0.54,11.42,-0.18,-0.12,0.06,1721026739088
0.48,-0.19,12.29,-0.22,0.03,0.12,1721026739091
0.62,-0.88,13.06,-0.18,0.18,0.17,1721026739094
0.77,-1.38,13.66,-0.10,0.33,0.20,1721026739097
0.80,-1.09,13.80,0.01,0.45,0.21,1721026739099
