AccX,AccY,AccZ,GyrX,GyrY,GyrZ,timestamp
-4.65,-2.79,15.63,0.54,0.44,-0.69,1720428545584
-4.69,-1.71,14.29,0.63,0.35,-0.65,1720428545587
-4.64,-2.66,12.05,0.71,0.25,-0.60,1720428545589
-4.57,-4.85,8.64,0.82,0.12,-0.56,1720428545592
-4.70,-4.65,5.70,0.93,-0.03,-0.58,1720428545595
-4.78,-1.78,3.96,0.98,-0.17,-0.66,1720428545598
-4.63,0.62,3.07,0.81,-0.28,-0.75,1720428545601
-4.26,0.02,3.39,0.47,-0.33,-0.75,1720428545604
-3.94,-1.26,3.78,0.14,-0.26,-0.66,1720428545607
-4.08,-1.47,4.62,-0.03,-0.10,-0.55,1720428545610
-4.52,-0.27,5.12,-0.12,0.02,-0.51,1720428545613
-5.15,1.27,6.67,-0.30,0.16,-0.51,1720428545616
-5.47,1.40,7.73,-0.50,0.22,-0.52,1720428545618
-5.62,0.59,8.88,-0.60,0.21,-0.46,1720428545621
-5.84,-0.46,10.77,-0.63,0.16,-0.35,1720428545624
-5.92,-0.22,12.28,-0.61,0.09,-0.25,1720428545627
-5.38,-0.28,13.88,-0.53,0.06,-0.18,1720428545630
-4.68,0.65,14.79,-0.39,0.07,-0.11,1720428545633
-4.57,2.36,15.09,-0.22,0.11,-0.06,1720428545636
-4.24,2.56,15.10,-0.10,0.10,-0.05,1720428545639
-3.69,1.53,14.30,0.01,0.07,-0.06,1720428545642
-3.55,1.69,13.17,0.17,0.05,-0.06,1720428545645
-3.18,2.35,11.70,0.47,0.01,-0.07,1720428545648
-2.55,4.35,9.11,0.63,-0.06,-0.06,1720428545650
-2.17,5.99,6.68,0.63,-0.14,-0.07,1720428545653
-1.82,7.45,4.66,0.52,-0.19,-0.15,1720428545656
-1.67,7.02,3.78,0.36,-0.18,-0.28,1720428545659
-1.47,5.48,3.49,0.16,-0.12,-0.42,1720428545662
-1.36,4.74,3.85,-0.05,-0.04,-0.50,1720428545665
-1.75,4.68,4.74,-0.22,0.03,-0.51,1720428545668
-2.51,5.06,5.77,-0.38,0.08,-0.52,1720428545671
-3.29,5.09,7.13,-0.47,0.09,-0.56,1720428545674
-3.76,4.32,8.01,-0.51,0.07,-0.59,1720428545677
-4.36,2.55,8.93,-0.47,0.02,-0.63,1720428545680
-5.06,1.39,9.90,-0.36,-0.04,-0.66,1720428545682
-5.77,1.14,10.83,-0.25,-0.12,-0.68,1720428545685
-6.10,0.70,11.81,-0.20,-0.20,-0.66,1720428545688
-6.18,0.67,12.62,-0.19,-0.25,-0.57,1720428545691
-6.25,1.67,13.62,-0.18,-0.24,-0.44,1720428545694
-6.33,3.58,14.37,-0.16,-0.17,-0.36,1720428545697
-6.41,3.73,14.86,-0.17,-0.06,-0.33,1720428545700
-6.49,2.79,14.78,-0.18,0.03,-0.30,1720428545703
-6.62,1.48,14.39,-0.14,0.07,-0.22,1720428545706
-6.69,1.68,13.93,-0.08,0.06,-0.13,1720428545709
-6.82,2.07,13.83,0.03,-0.03,0.03,1720428545711
-6.73,3.47,13.71,-0.00,-0.17,0.15,1720428545714
-6.28,3.03,13.83,-0.02,-0.30,0.24,1720428545717
-5.55,2.02,13.47,0.04,-0.39,0.32,1720428545720
-4.92,0.43,12.99,0.20,-0.41,0.40,1720428545723
-4.16,-0.04,11.44,0.36,-0.39,0.47,1720428545726
-3.42,-0.47,10.02,0.46,-0.35,0.54,1720428545729
-2.71,1.35,8.00,0.45,-0.32,0.61,1720428545732
-1.97,3.50,6.41,0.41,-0.30,0.67,1720428545735
-1.13,4.16,4.91,0.35,-0.30,0.72,1720428545738
-0.66,3.82,4.33,0.29,-0.29,0.75,1720428545741
